Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2006,,,,,,,,,,,,,,,0.0
12M 2007,,,,,,,,,6.68,,0.32,,,,0.0
12M 2008,,,,,,,,,10.92,11.28,0.29,0.23,,,0.0
12M 2009,,,,,,,,,12.34,10.19,0.25,0.25,,,0.0
12M 2010,,,,,,,,,11.14,8.57,0.24,0.21,,,0.0
12M 2011,,,,,,,,,10.02,9.54,0.2,0.18,,,0.0
12M 2012,,,,,,,,,10.43,9.45,0.19,0.17,,,0.0
12M 2013,,,,,,,,,10.34,9.98,0.19,0.19,,,0.0
12M 2014,,,,,,,,,11.52,12.11,0.18,0.18,,,0.0
12M 2015,,,,,,,,,10.86,9.77,0.19,0.19,,,0.0
12M 2016,,,,,,,,,9.22,9.68,0.18,0.18,,,0.0
12M 2017,,,,,,,,,9.83,10.05,0.18,0.19,,,0.0
12M 2018,,,,,,,,,7.6,8.07,0.14,0.16,,,0.0
12M 2019,,,,,,,,,9.54,7.95,0.16,0.12,,,0.0
12M 2020,,,,,,,,,7.56,7.69,0.12,0.12,,,0.0
12M 2021,,,,,,,,,7.63,7.7,0.12,0.13,,,0.0
12M 2022,,,,,,,,,7.17,6.33,0.14,0.14,,,0.0
12M 2023,,,,,,,,,7.66,7.77,0.15,0.14,,,0.0
12M 2024,,,,,,,,,9.36,9.66,0.16,0.15,,,0.0
