Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,0.87 B,67.83,7.08,0.32,,11.80%,34.75%,56.85%,7.20
12M 2014,0.94 B,80.23,12.09,0.61,,11.57%,28.92%,26.90%,7.33
12M 2015,0.94 B,44.48,21.25,0.65,,5.45%,14.83%,13.45%,4.01
12M 2016,0.94 B,30.43,21.03,0.40,,2.85%,9.17%,11.61%,1.95
12M 2017,1.73 B,15.40,46.43,0.67,,1.64%,3.07%,3.58%,0.92
12M 2018,1.73 B,8.01,86.77,0.61,81.01 B,0.78%,1.56%,3.94%,1.36
12M 2019,1.73 B,2.43,168.72,0.34,91.66 B,0.23%,0.47%,4.36%,1.02
12M 2020,1.73 B,5.99,54.09,0.18,106.12 B,0.58%,1.15%,6.15%,1.87
12M 2021,1.73 B,17.09,21.06,0.16,128.31 B,1.50%,3.19%,8.27%,2.13
12M 2022,1.73 B,49.84,7.58,0.17,174.93 B,4.22%,8.56%,11.85%,3.30
12M 2023,1.73 B,0.86,365.12,0.19,118.36 B,0.08%,0.15%,6.45%,1.61
12M 2024,1.73 B,-43.48,-10.44,0.35,(18.90 B),-4.09%,-8.12%,-4.96%,-1.33
