Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.25,0.92,0.96,2.94,0.0,0.0,0.41,0.33,1.75
12M 2014,1.48,1.04,0.05,2.5,0.0,0.0,-0.43,0.02,1.28
12M 2015,1.15,0.78,0.09,2.72,0.0,0.0,-0.29,0.03,1.5
12M 2016,1.11,0.6,0.05,3.22,0.0,0.0,-0.25,0.02,2.04
12M 2017,1.64,1.06,0.05,1.88,0.0,0.0,-0.27,0.03,0.69
12M 2018,1.38,0.89,0.22,2.0,0.0,0.0,-0.08,0.11,0.82
12M 2019,1.33,0.72,0.57,2.04,0.0,0.0,0.38,0.28,0.88
12M 2020,1.36,0.81,0.56,1.97,0.0,0.0,0.37,0.29,0.9
12M 2021,1.31,0.81,0.68,2.13,0.0,0.0,0.45,0.32,1.06
12M 2022,1.44,0.92,0.6,2.03,0.0,0.0,0.32,0.3,0.96
12M 2023,1.57,0.86,0.55,1.84,0.0,0.0,0.26,0.3,0.77
12M 2024,1.42,0.85,0.6,1.99,0.0,0.0,0.29,0.3,0.92
