Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,19.26,19.26,1.25
12M 2014,30.48,28.37,21.82,37.03,11.97,11.13,12.87,12.44,7.39,6.93,2.58,2.38,12.08,12.08,1.48
12M 2015,27.25,33.88,24.05,37.08,13.39,13.07,10.77,10.47,4.23,3.79,1.93,1.82,31.46,31.46,1.15
12M 2016,30.69,48.14,31.5,47.33,11.89,11.19,7.58,6.15,3.62,3.46,1.7,1.61,29.85,29.85,1.11
12M 2017,35.54,58.59,31.37,62.76,10.27,10.56,6.23,5.66,4.0,3.84,1.4,1.17,5.67,5.67,1.64
12M 2018,41.68,62.86,26.41,78.13,8.76,8.39,5.81,5.81,3.66,3.38,1.15,1.13,8.28,8.28,1.38
12M 2019,45.41,70.8,27.7,88.51,8.04,8.68,5.16,4.39,3.55,3.49,1.17,1.17,9.53,9.53,1.33
12M 2020,36.8,51.15,22.48,65.47,9.92,8.61,7.14,7.0,6.07,7.01,1.76,1.78,12.52,12.52,1.36
12M 2021,38.49,45.49,22.53,61.45,9.48,8.14,8.02,7.32,8.73,8.87,2.06,1.98,14.0,14.0,1.31
12M 2022,43.19,51.27,26.28,68.18,8.45,8.27,7.12,7.03,8.82,9.02,1.9,1.87,9.81,9.81,1.44
12M 2023,44.51,69.02,25.67,87.86,8.2,11.67,5.29,5.31,6.61,6.53,1.46,1.53,7.32,7.32,1.57
12M 2024,44.63,85.15,26.86,102.92,8.18,7.87,4.29,4.22,5.27,5.36,1.23,1.24,7.2,7.2,1.42
