Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,10.63,,6.88,,2.63,,1.31,8.52,8.52,1.49
12M 2009,28.86,54.95,42.78,41.03,12.65,11.55,6.64,6.73,2.08,1.93,1.2,1.2,-30.82,-30.82,0.9
12M 2010,27.43,45.78,38.92,34.29,13.31,11.87,7.97,7.3,2.71,2.94,1.53,1.56,-21.15,-21.15,0.86
12M 2011,27.19,46.3,45.0,28.49,13.42,14.85,7.88,6.89,3.28,3.44,1.61,1.6,-18.45,-18.45,0.85
12M 2012,25.13,50.09,48.68,26.54,14.52,14.57,7.29,6.84,3.53,3.6,1.65,1.66,-27.84,-27.84,0.89
12M 2013,21.73,50.32,48.94,23.11,16.79,18.47,7.25,6.75,3.6,3.4,1.76,1.7,-56.29,-56.29,0.94
12M 2014,25.62,70.38,57.79,38.21,14.25,12.29,5.19,4.26,2.83,2.88,1.37,1.29,-43.32,-43.32,0.94
12M 2015,28.89,73.33,68.43,33.79,12.64,13.02,4.98,4.92,2.78,2.71,1.29,1.25,-38.06,-38.06,0.94
12M 2016,25.12,59.15,76.47,7.8,14.53,15.73,6.17,6.47,2.62,2.78,1.3,1.34,-20.06,-20.06,0.86
12M 2017,19.66,45.35,68.86,-3.85,18.56,13.96,8.05,7.48,2.7,2.72,1.35,1.27,-16.97,-16.97,0.86
12M 2018,19.17,50.98,66.69,3.46,19.04,19.08,7.16,6.3,2.65,2.49,1.3,1.22,-7.25,-7.25,0.69
12M 2019,21.72,65.69,73.14,14.27,16.8,16.2,5.56,5.94,2.17,2.1,1.12,1.14,-5.76,-5.76,0.63
12M 2020,32.66,67.9,86.58,13.98,11.18,9.22,5.38,5.96,1.8,1.73,0.95,0.9,-4.69,-4.69,0.66
12M 2021,28.29,53.6,82.1,-0.21,12.9,13.21,6.81,6.08,2.49,2.49,1.28,1.26,-7.35,-7.35,0.71
12M 2022,30.71,56.03,87.93,-1.19,11.88,9.9,6.51,5.88,2.84,2.78,1.41,1.3,-7.12,-7.12,0.71
12M 2023,31.75,60.81,90.74,1.82,11.5,11.06,6.0,6.27,2.82,2.87,1.42,1.46,-10.1,-10.1,0.72
12M 2024,28.15,61.44,88.79,0.8,12.97,10.74,5.94,5.69,3.04,3.15,1.5,1.45,-24.59,-24.59,0.89
