Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.49,0.98,1.47,3.45,0.0,0.0,0.92,0.43,2.45
12M 2009,0.9,0.5,0.79,2.71,0.0,0.0,0.57,0.29,1.71
12M 2010,0.86,0.51,0.45,2.76,0.0,0.0,0.18,0.16,1.76
12M 2011,0.85,0.52,0.28,2.77,0.0,0.0,0.01,0.1,1.77
12M 2012,0.89,0.53,0.11,2.35,0.0,0.0,-0.06,0.05,1.35
12M 2013,0.94,0.49,0.0,1.98,0.0,0.0,-0.15,0.0,0.98
12M 2014,0.94,0.48,0.0,2.17,0.0,0.0,-0.18,0.0,1.17
12M 2015,0.94,0.51,0.0,2.15,0.0,0.0,-0.19,0.0,1.15
12M 2016,0.86,0.55,0.09,2.01,0.0,0.0,-0.13,0.05,1.01
12M 2017,0.86,0.58,0.1,2.31,0.0,0.0,-0.26,0.04,1.31
12M 2018,0.69,0.37,0.22,2.32,0.0,0.0,-0.01,0.09,1.32
12M 2019,0.63,0.3,0.39,2.28,0.0,0.0,0.23,0.17,1.28
12M 2020,0.66,0.42,0.56,2.58,0.0,0.0,0.22,0.22,1.58
12M 2021,0.71,0.38,0.21,2.48,0.0,0.0,-0.04,0.09,1.48
12M 2022,0.71,0.38,0.28,2.74,0.0,0.0,0.08,0.1,1.74
12M 2023,0.72,0.33,0.17,2.22,0.0,0.0,0.05,0.08,1.22
12M 2024,0.89,0.43,0.03,2.13,0.0,0.0,-0.13,0.01,1.13
