Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(45 B),(200 B),(245 B),-5969.38
12M 2009,389 B,(357 B),32 B,784.13
12M 2010,176 B,(83 B),92 B,2254.64
12M 2011,148 B,(62 B),86 B,2092.92
12M 2012,135 B,(78 B),57 B,1392.88
12M 2013,230 B,(130 B),100 B,2450.86
12M 2014,194 B,(142 B),52 B,1266.90
12M 2015,168 B,(136 B),32 B,77.29
12M 2016,84 B,(116 B),(32 B),-77.31
12M 2017,223 B,(120 B),103 B,252.02
12M 2018,(37 B),(147 B),(184 B),-448.53
12M 2019,(32 B),(115 B),(147 B),-358.06
12M 2020,146 B,(67 B),79 B,192.20
12M 2021,265 B,(79 B),186 B,453.81
12M 2022,32 B,(115 B),(83 B),-203.57
12M 2023,188 B,(116 B),72 B,175.85
12M 2024,247 B,(82 B),166 B,404.04
