Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,47.79,,1.05
12M 2013,55.68,53.5,46.57,62.61,6.56,5.99,6.82,6.89,6.3,6.01,1.34,1.21,7.82,7.82,1.29
12M 2014,76.29,45.46,66.36,55.39,4.78,3.89,8.03,7.37,6.78,6.05,1.32,1.18,6.98,6.98,1.28
12M 2015,69.46,48.21,67.78,49.89,5.26,6.62,7.57,6.66,6.48,6.47,1.25,1.29,5.71,5.71,1.43
12M 2016,53.52,47.38,44.64,56.26,6.82,5.66,7.7,10.2,4.59,4.08,1.11,1.07,5.5,5.5,1.45
12M 2017,44.39,37.24,42.23,39.4,8.22,5.47,9.8,8.37,4.31,4.41,1.17,1.12,5.6,5.6,1.45
12M 2018,49.66,37.19,44.43,42.42,7.35,5.24,9.81,7.4,4.62,4.6,1.24,1.17,6.91,6.91,1.36
12M 2019,60.8,43.22,33.73,70.29,6.0,5.57,8.45,6.44,3.77,3.26,1.18,1.14,9.42,9.42,1.27
12M 2020,54.39,53.37,32.4,75.36,6.71,5.9,6.84,4.98,3.77,3.96,1.19,1.13,10.84,10.84,1.18
12M 2021,72.38,62.65,47.31,87.72,5.04,4.21,5.83,5.33,4.5,4.66,1.11,1.1,11.17,11.17,1.14
12M 2022,75.89,62.9,48.25,90.54,4.81,5.42,5.8,5.22,10.6,18.66,1.36,1.56,11.16,11.16,1.17
12M 2023,56.72,87.68,57.76,86.64,6.43,8.59,4.16,3.42,8.19,4.4,1.27,1.08,-46.95,-46.95,0.97
12M 2024,53.85,92.95,55.1,91.7,6.78,6.38,3.93,3.54,4.97,5.23,1.16,1.16,70.14,70.14,1.02
