Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.8,0.42,0.79,2.31,0.0,0.0,0.63,0.34,1.31
12M 2009,1.3,0.75,0.65,2.6,0.0,0.0,0.28,0.25,1.59
12M 2010,2.35,1.41,0.46,2.87,0.0,0.0,-0.07,0.16,1.86
12M 2011,2.46,1.04,0.58,3.29,0.0,0.0,-0.03,0.18,2.28
12M 2012,1.17,0.63,0.4,2.99,0.0,0.0,-0.27,0.13,1.94
12M 2013,1.28,0.67,0.65,3.08,0.0,0.0,0.07,0.21,2.03
12M 2014,1.37,0.59,0.9,2.8,0.0,0.0,0.59,0.32,1.71
12M 2015,1.65,0.54,1.03,3.12,0.0,0.0,0.78,0.33,1.87
12M 2016,2.06,0.75,1.19,3.33,0.0,0.0,0.86,0.36,2.03
12M 2017,1.46,0.42,1.23,3.33,0.0,0.0,1.0,0.37,2.04
12M 2018,1.45,0.36,1.25,3.37,0.0,0.0,1.02,0.37,2.06
12M 2019,1.24,0.29,1.22,3.32,0.0,0.0,1.0,0.37,2.03
12M 2020,1.42,0.32,1.38,3.64,0.0,0.0,1.14,0.38,2.31
12M 2021,1.87,0.54,0.81,3.01,0.0,0.0,0.49,0.27,1.71
12M 2022,1.5,0.46,0.64,3.09,0.0,0.0,0.3,0.21,1.81
12M 2023,1.32,0.4,0.73,3.17,0.0,0.0,0.4,0.23,1.92
12M 2024,1.2,0.36,0.95,3.04,0.0,0.0,0.66,0.31,1.78
