Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,13.12,,1.55,,3.56,,0.34,-4.58,-4.58,0.8
12M 2009,20.03,376.79,37.85,358.97,18.23,21.55,0.97,0.74,3.86,3.94,0.3,0.28,3.07,3.07,1.3
12M 2010,14.32,389.22,47.07,356.47,25.48,22.43,0.94,0.88,4.93,4.19,0.32,0.28,0.91,0.91,2.35
12M 2011,9.58,563.21,59.59,513.2,38.12,62.22,0.65,0.6,6.9,4.46,0.33,0.3,0.83,0.83,2.46
12M 2012,7.42,542.36,42.04,507.74,49.18,45.8,0.67,0.68,11.8,12.09,0.37,0.33,3.93,3.93,1.17
12M 2013,12.71,552.02,23.24,541.49,28.72,21.54,0.66,0.65,12.91,11.23,0.33,0.31,2.9,2.9,1.28
12M 2014,8.73,441.74,9.17,441.3,41.81,58.57,0.83,0.82,14.84,13.78,0.37,0.36,3.62,3.62,1.37
12M 2015,7.22,539.29,8.58,537.93,50.59,20.29,0.68,0.56,14.29,13.51,0.33,0.31,1.95,1.95,1.65
12M 2016,23.16,681.61,7.86,696.91,15.76,12.25,0.54,0.53,12.38,12.63,0.27,0.27,1.2,1.2,2.06
12M 2017,38.32,714.27,8.23,744.36,9.52,10.1,0.51,0.5,12.92,13.5,0.27,0.26,1.96,1.96,1.46
12M 2018,33.5,898.53,9.85,922.18,10.89,13.43,0.41,0.39,14.18,14.42,0.25,0.25,1.73,1.73,1.45
12M 2019,18.88,968.39,9.61,977.66,19.33,23.37,0.38,0.32,16.62,17.39,0.25,0.25,2.79,2.79,1.24
12M 2020,17.32,1179.91,11.12,1186.11,21.07,19.73,0.31,0.31,15.01,11.15,0.2,0.2,1.43,1.43,1.42
12M 2021,16.57,1131.65,9.3,1138.92,22.02,20.29,0.32,0.33,17.14,17.49,0.22,0.22,0.92,0.92,1.87
12M 2022,17.32,1289.32,10.62,1296.02,21.07,17.96,0.28,0.27,16.62,17.04,0.21,0.2,1.19,1.19,1.5
12M 2023,14.52,1154.19,9.89,1158.82,25.14,27.64,0.32,0.32,16.39,15.89,0.22,0.22,1.76,1.76,1.32
12M 2024,8.49,765.27,6.53,767.23,43.01,38.07,0.48,0.49,22.04,20.94,0.33,0.32,4.22,4.22,1.2
