Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(345 B),(197 B),(542 B),-84.23
12M 2009,573 B,(58 B),515 B,79.98
12M 2010,654 B,(213 B),441 B,64.20
12M 2011,749 B,(599 B),150 B,21.86
12M 2012,"1,310 B",(658 B),652 B,90.36
12M 2013,(1 B),(782 B),(783 B),-54.28
12M 2014,"(1,475 B)","(1,058 B)","(2,533 B)",-175.59
12M 2015,(21 B),(590 B),(611 B),-42.35
12M 2016,71 B,(391 B),(320 B),-22.20
12M 2017,(370 B),(200 B),(571 B),-39.56
12M 2018,(119 B),(201 B),(320 B),-22.17
12M 2019,505 B,(228 B),276 B,19.15
12M 2020,(23 B),(257 B),(280 B),-19.40
12M 2021,"2,443 B",(35 B),"2,408 B",145.88
12M 2022,"2,657 B",(44 B),"2,613 B",158.28
12M 2023,"1,398 B",(112 B),"1,286 B",77.89
12M 2024,578 B,(148 B),430 B,26.05
