Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.22,1.22,1.4,2.92,0.0,0.0,1.17,0.48,1.87
12M 2009,0.86,0.86,1.03,2.63,0.0,0.0,0.94,0.39,1.57
12M 2010,1.72,1.71,0.53,2.01,0.0,0.0,0.33,0.26,1.0
12M 2011,1.78,1.76,0.4,1.85,0.0,0.0,0.24,0.21,0.85
12M 2012,1.19,1.17,0.46,1.77,0.0,0.0,0.31,0.26,0.77
12M 2013,1.1,1.08,0.52,1.95,0.0,0.0,0.29,0.27,0.93
12M 2014,1.86,1.84,0.53,1.96,0.0,0.0,0.22,0.27,0.94
12M 2015,1.67,1.65,0.53,1.99,0.0,0.0,0.19,0.27,0.96
12M 2016,0.9,0.88,0.6,2.07,0.0,0.0,0.43,0.29,1.04
12M 2017,1.17,1.15,2.93,5.11,0.0,0.0,2.39,0.57,4.02
12M 2018,1.24,1.23,2.5,4.51,0.0,0.0,1.73,0.55,3.41
12M 2019,1.64,1.62,0.01,1.08,0.0,0.0,-0.06,0.0,0.08
12M 2020,2.95,2.93,0.05,1.11,0.0,0.0,-0.03,0.04,0.11
12M 2021,2.58,2.55,0.05,1.11,0.0,0.0,-0.02,0.04,0.11
12M 2022,2.21,2.19,0.05,1.12,0.0,0.0,-0.03,0.04,0.12
12M 2023,1.69,1.68,0.05,1.12,0.0,0.0,-0.01,0.04,0.12
12M 2024,1.61,1.6,0.05,1.12,0.0,0.0,-0.02,0.04,0.12
