Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,3.32,,0.09,,,0.0
12M 2009,,,,,,,,,3.84,3.87,0.1,0.09,,,0.0
12M 2010,,,,,,,,,4.7,4.43,0.08,0.07,,,0.0
12M 2011,,,,,,,,,5.58,5.37,0.08,0.08,,,0.0
12M 2012,,,,,,,,,6.28,5.64,0.09,0.08,,,0.0
12M 2013,,,,,,,,,8.14,8.22,0.1,0.09,,,0.0
12M 2014,,,,,,,,,9.59,9.52,0.1,0.1,,,0.0
12M 2015,,,,,,,,,5.06,3.74,0.09,0.09,,,0.0
12M 2016,,,,,,,,,3.89,3.94,0.09,0.09,,,0.0
12M 2017,,,,,,,,,4.28,4.29,0.08,0.08,,,0.0
12M 2018,,,,,,,,,4.26,4.24,0.08,0.08,,,0.0
12M 2019,,,,,,,,,4.18,4.25,0.07,0.07,,,0.0
12M 2020,,,,,,,,,3.31,3.41,0.06,0.07,,,0.0
12M 2021,,,,,,,,,3.02,3.15,0.06,0.07,,,0.0
12M 2022,,,,,,,,,3.48,3.69,0.07,0.07,,,0.0
12M 2023,,,,,,,,,4.11,4.16,0.07,0.06,,,0.0
12M 2024,,,,,,,,,5.1,5.1,0.07,0.07,,,0.0
