Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(166 B),(48 B),(214 B),-61.02
12M 2009,37 B,(12 B),25 B,6.43
12M 2010,428 B,(28 B),400 B,97.54
12M 2011,(324 B),(25 B),(348 B),-53.20
12M 2012,445 B,(23 B),422 B,63.90
12M 2013,(538 B),(16 B),(554 B),-83.57
12M 2014,964 B,(14 B),949 B,132.95
12M 2015,552 B,(12 B),540 B,75.66
12M 2016,798 B,(8 B),789 B,100.04
12M 2017,"1,409 B",(9 B),"1,399 B",161.36
12M 2018,"(1,343 B)",(28 B),"(1,371 B)",-158.17
12M 2019,"(1,144 B)",(7 B),"(1,151 B)",-128.59
12M 2020,22 B,(3 B),19 B,2.17
12M 2021,"(2,247 B)",(1 B),"(2,248 B)",-214.36
12M 2022,"1,057 B",(8 B),"1,050 B",66.22
12M 2023,"1,279 B",(16 B),"1,263 B",79.70
12M 2024,(942 B),(20 B),(962 B),-60.71
