Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.54,150.74,0.54,149.88,,,,,
12M 2009,0.73,163.61,0.74,163.04,,,,,
12M 2010,0.77,181.29,0.77,180.96,,,,,
12M 2011,0.70,185.12,0.70,184.88,,,,,
12M 2012,0.53,222.45,0.53,222.11,,,,,
12M 2013,0.50,248.07,0.50,247.72,,,,,
12M 2014,0.49,246.50,0.49,245.71,,,,,
12M 2015,0.35,296.07,0.36,295.45,,,,,
12M 2016,0.32,332.83,0.32,332.19,,,,,
12M 2017,0.72,328.26,0.72,327.56,,,,,
12M 2018,0.59,323.61,0.59,322.61,,,,,
12M 2019,0.25,333.61,0.25,332.76,,,,,
12M 2020,0.39,295.39,0.39,294.83,,,,,
12M 2021,0.71,287.44,0.71,287.13,,,,,
12M 2022,0.46,233.49,0.46,233.33,,,,,
12M 2023,0.41,241.34,0.41,240.82,,,,,
12M 2024,0.36,248.19,0.36,247.49,,,,,
