Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.2,1.0,3.56,7.4,0.0,0.0,2.34,0.48,5.35
12M 2009,1.63,1.29,3.68,7.48,0.0,0.0,2.15,0.49,5.31
12M 2010,1.89,1.6,0.5,2.9,0.0,0.0,-0.13,0.17,1.14
12M 2011,1.48,1.13,0.61,2.75,0.0,0.0,0.22,0.22,1.19
12M 2012,1.49,1.05,0.73,2.83,0.0,0.0,0.15,0.26,1.41
12M 2013,1.54,1.16,0.57,2.87,0.0,0.0,-0.04,0.2,1.6
12M 2014,1.35,0.94,0.55,2.7,0.0,0.0,0.23,0.21,1.48
12M 2015,1.22,0.81,0.83,3.14,0.0,0.0,0.58,0.27,1.91
12M 2016,1.31,0.95,0.78,3.14,0.0,0.0,0.33,0.25,1.92
12M 2017,1.16,0.96,1.22,3.55,0.0,0.0,0.73,0.34,2.38
12M 2018,1.13,0.81,1.18,3.11,0.0,0.0,0.72,0.38,1.97
12M 2019,1.04,0.75,1.05,3.23,0.0,0.0,0.66,0.33,2.04
12M 2020,0.83,0.58,1.41,4.66,0.0,0.0,0.91,0.3,3.48
12M 2021,1.13,0.83,1.02,3.81,0.0,0.0,0.39,0.27,2.64
12M 2022,1.04,0.72,0.65,3.02,0.0,0.0,0.29,0.21,1.96
12M 2023,1.0,0.59,0.61,2.98,0.0,0.0,0.28,0.2,1.91
12M 2024,1.0,0.6,0.54,2.86,0.0,0.0,0.3,0.19,1.8
