Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,42.65,,5.75,,4.96,,0.88,9.42,9.42,1.2
12M 2009,5.42,57.26,65.36,-2.68,67.38,100.4,6.37,5.67,5.07,4.82,0.93,0.89,4.74,4.74,1.63
12M 2010,6.31,56.75,62.3,0.76,57.88,52.75,6.43,6.54,4.44,5.03,0.74,0.71,2.9,2.9,1.89
12M 2011,7.39,52.84,58.87,1.36,49.38,41.43,6.91,6.16,4.83,4.88,0.73,0.74,5.28,5.28,1.48
12M 2012,6.13,61.06,61.07,6.12,59.5,50.94,5.98,5.23,5.21,4.8,0.89,0.88,5.52,5.52,1.49
12M 2013,7.22,75.75,69.61,13.36,50.55,47.69,4.82,4.32,5.23,5.02,0.85,0.75,3.49,3.49,1.54
12M 2014,9.76,82.28,69.61,22.43,37.39,30.2,4.44,4.18,5.28,4.96,0.79,0.8,5.87,5.87,1.35
12M 2015,9.23,88.18,63.47,33.94,39.55,48.04,4.14,3.79,5.1,5.05,0.78,0.78,8.98,8.98,1.22
12M 2016,8.53,88.78,66.83,30.48,42.78,34.06,4.11,4.23,5.16,5.36,0.76,0.75,5.98,5.98,1.31
12M 2017,10.47,65.45,60.08,15.84,34.85,27.58,5.58,6.4,5.21,5.25,0.73,0.75,11.3,11.3,1.16
12M 2018,13.08,56.28,55.49,13.87,27.9,22.57,6.49,5.89,5.21,5.39,0.75,0.84,18.95,18.95,1.13
12M 2019,17.27,64.31,60.71,20.87,21.14,20.64,5.68,5.96,4.99,4.96,0.75,0.78,62.61,62.61,1.04
12M 2020,19.68,66.47,63.95,22.2,18.55,17.05,5.49,5.29,4.53,4.93,0.66,0.63,-10.21,-10.21,0.83
12M 2021,25.26,65.3,59.41,31.15,14.45,12.64,5.59,5.48,5.19,5.63,0.68,0.68,15.01,15.01,1.13
12M 2022,28.02,62.93,54.26,36.69,13.03,14.3,5.8,5.57,6.87,7.83,0.78,0.84,55.9,55.9,1.04
12M 2023,21.51,71.59,56.39,36.71,16.97,21.53,5.1,4.59,7.17,6.77,0.84,0.84,45300.92,45300.92,1.0
12M 2024,21.42,77.66,59.43,39.65,17.04,16.24,4.7,4.59,7.24,7.52,0.87,0.89,2165.4,2165.4,1.0
