Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,5.88,,17.8,,50.84,,3.1,4.33,4.33,1.69
12M 2009,88.04,32.21,91.72,28.53,4.15,5.45,11.33,12.93,7.3,5.94,1.61,1.48,4.98,4.98,1.8
12M 2010,77.93,38.21,74.44,41.7,4.68,4.86,9.55,9.84,3.08,2.59,1.22,1.17,7.52,7.52,1.41
12M 2011,86.83,48.51,92.72,42.62,4.2,4.71,7.52,9.01,1.64,1.43,0.84,0.8,-20.6,-20.6,0.92
12M 2012,86.86,44.65,129.18,2.33,4.2,3.26,8.17,7.12,1.89,1.8,0.95,0.84,-4.11,-4.11,0.71
12M 2013,89.57,45.01,125.1,9.48,4.08,3.46,8.11,7.85,2.08,1.91,0.99,0.89,-9.8,-9.8,0.83
12M 2014,85.9,51.6,134.71,2.79,4.25,4.28,7.07,8.25,1.56,1.49,0.79,0.79,-3.85,-3.85,0.67
12M 2015,66.65,44.38,122.6,-11.57,5.48,5.46,8.22,9.57,1.35,1.27,0.77,0.76,-1.62,-1.62,0.37
12M 2016,70.34,58.95,144.25,-14.96,5.19,6.25,6.19,6.01,0.87,0.92,0.56,0.59,-1.33,-1.33,0.37
12M 2017,61.6,59.59,114.33,6.86,5.93,4.9,6.13,6.31,0.97,1.0,0.59,0.59,-1.41,-1.41,0.41
12M 2018,61.04,53.65,93.6,21.09,5.98,5.29,6.8,6.8,1.39,1.37,0.75,0.72,-3.64,-3.64,0.61
12M 2019,60.59,50.24,83.6,27.23,6.02,5.65,7.27,7.65,1.68,1.72,0.85,0.85,-4.77,-4.77,0.65
12M 2020,84.96,67.23,94.19,58.0,4.3,4.42,5.43,5.71,1.22,1.21,0.62,0.63,-2.36,-2.36,0.52
12M 2021,84.8,76.69,103.75,57.74,4.3,4.23,4.76,4.96,1.25,1.27,0.65,0.66,-3.91,-3.91,0.68
12M 2022,71.21,73.38,90.16,54.43,5.13,4.02,4.97,4.95,1.9,1.89,0.91,0.86,-3.71,-3.71,0.65
12M 2023,67.43,71.1,73.4,65.13,5.41,5.44,5.13,5.5,2.25,2.25,1.0,1.0,52.22,52.22,1.05
12M 2024,69.55,77.17,70.01,76.71,5.25,5.02,4.73,5.16,2.3,2.36,1.02,1.06,10.23,10.23,1.3
