Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,4.32,3.38,0.0,1.28,0.0,0.0,-0.61,0.0,0.28
12M 2009,9.46,7.58,0.0,1.08,0.0,0.0,-0.21,0.0,0.08
12M 2010,3.6,3.04,0.0,1.23,0.0,0.0,-0.4,0.0,0.23
12M 2011,3.14,2.71,0.0,1.29,0.0,0.0,-0.0,0.0,0.29
12M 2012,3.3,2.97,0.0,1.28,0.0,0.0,-0.45,0.0,0.28
12M 2013,3.63,3.17,0.0,1.27,0.0,0.0,-0.48,0.0,0.27
12M 2014,5.06,4.69,0.0,1.19,0.0,0.0,-0.48,0.0,0.19
12M 2015,4.36,3.94,0.0,1.23,0.0,0.0,-0.76,0.0,0.23
12M 2016,4.22,3.98,0.0,1.24,0.0,0.0,-0.78,0.0,0.24
12M 2017,5.47,5.11,0.0,1.19,0.0,0.0,-0.75,0.0,0.19
12M 2018,5.79,5.42,0.0,1.19,0.0,0.0,-0.82,0.0,0.19
12M 2019,4.53,4.27,0.0,1.25,0.0,0.0,-0.91,0.0,0.25
12M 2020,4.71,4.54,0.0,1.24,0.0,0.0,-0.95,0.0,0.24
12M 2021,3.47,3.31,0.14,1.37,0.0,0.0,-0.76,0.1,0.37
12M 2022,2.98,2.83,0.0,1.45,0.0,0.0,-0.0,0.0,0.45
12M 2023,3.12,2.93,0.0,1.41,0.0,0.0,-0.0,0.0,0.41
12M 2024,3.08,2.88,0.0,1.42,0.0,0.0,-0.0,0.0,0.42
