Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,21 B,(0 B),21 B,117.06
12M 2009,11 B,(0 B),11 B,58.34
12M 2010,21 B,(2 B),20 B,110.27
12M 2011,34 B,(4 B),30 B,166.12
12M 2012,26 B,(6 B),20 B,113.58
12M 2013,11 B,(1 B),10 B,55.86
12M 2014,8 B,(1 B),7 B,39.45
12M 2015,(2 B),(0 B),(2 B),-10.16
12M 2016,(2 B),(0 B),(2 B),-2.52
12M 2017,6 B,(0 B),6 B,8.09
12M 2018,26 B,(0 B),25 B,35.36
12M 2019,25 B,(0 B),25 B,34.75
12M 2020,20 B,(1 B),19 B,26.47
12M 2021,11 B,(0 B),11 B,14.96
12M 2022,62 B,(0 B),62 B,86.08
12M 2023,16 B,(0 B),16 B,21.64
12M 2024,28 B,(0 B),27 B,37.82
