Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,14.94,,8.75,,19.08,,2.6,3.71,3.71,4.32
12M 2009,37.8,33.02,14.62,56.2,9.66,8.63,11.05,14.71,16.76,18.45,1.9,1.96,4.24,4.24,9.46
12M 2010,40.1,25.04,24.66,40.48,9.1,10.67,14.58,12.7,18.04,19.76,1.6,1.45,3.32,3.32,3.6
12M 2011,38.58,26.65,48.37,16.86,9.46,10.43,13.69,12.05,18.14,16.12,1.47,1.36,2.91,2.91,3.14
12M 2012,39.1,29.66,69.29,-0.53,9.33,9.84,12.31,14.07,12.62,10.73,1.18,1.07,2.27,2.27,3.3
12M 2013,40.53,47.8,106.99,-18.66,9.01,8.5,7.64,7.14,7.67,7.56,0.71,0.66,1.23,1.23,3.63
12M 2014,38.34,54.44,119.94,-27.16,9.52,8.2,6.7,9.57,6.59,6.78,0.55,0.55,0.95,0.95,5.06
12M 2015,47.84,62.25,151.88,-41.79,7.63,6.65,5.86,5.52,4.94,5.13,0.38,0.36,0.64,0.64,4.36
12M 2016,45.91,60.82,177.74,-71.01,7.95,7.73,6.0,7.87,5.01,5.22,0.35,0.35,0.64,0.64,4.22
12M 2017,38.34,44.59,142.87,-59.94,9.52,7.9,8.19,8.09,7.69,7.97,0.49,0.48,0.78,0.78,5.47
12M 2018,40.89,43.57,105.49,-21.03,8.93,7.83,8.38,8.4,11.17,11.55,0.59,0.54,0.81,0.81,5.79
12M 2019,39.01,37.48,110.3,-33.81,9.36,11.95,9.74,9.1,12.96,13.66,0.55,0.52,0.83,0.83,4.53
12M 2020,31.41,31.42,137.86,-75.03,11.62,10.33,11.62,13.48,12.63,12.71,0.49,0.47,0.74,0.74,4.71
12M 2021,25.99,36.28,154.28,-92.01,14.04,19.08,10.06,8.95,12.98,13.49,0.45,0.44,0.68,0.68,3.47
12M 2022,30.54,35.93,191.03,-124.56,11.95,8.92,10.16,8.92,19.48,20.36,0.49,0.45,0.76,0.76,2.98
12M 2023,49.56,49.94,297.4,-197.9,7.36,6.73,7.31,6.72,19.97,21.03,0.4,0.39,0.65,0.65,3.12
12M 2024,61.4,64.57,333.0,-207.03,5.94,4.72,5.65,5.19,19.88,20.14,0.34,0.32,0.54,0.54,3.08
