Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2006,,,,,,,,,,,,,,,0.0
12M 2007,,,,,,,,,10.87,,0.1,,,,0.0
12M 2008,,,,,,,,,9.24,2.01,0.1,0.03,,,0.0
12M 2009,,,,,,,,,7.12,6.05,0.11,0.1,,,0.0
12M 2010,,,,,,,,,6.08,6.05,0.09,0.08,,,0.0
12M 2011,,,,,,,,,7.35,7.3,0.09,0.08,,,0.0
12M 2012,,,,,,,,,8.32,8.6,0.08,0.08,,,0.0
12M 2013,,,,,,,,,8.44,7.93,0.09,0.09,,,0.0
12M 2014,,,,,,,,,8.13,7.54,0.1,0.09,,,0.0
12M 2015,,,,,,,,,7.71,7.14,0.1,0.09,,,0.0
12M 2016,,,,,,,,,4.86,3.58,0.09,0.09,,,0.0
12M 2017,,,,,,,,,3.56,3.53,0.09,0.09,,,0.0
12M 2018,,,,,,,,,2.74,2.64,0.08,0.09,,,0.0
12M 2019,,,,,,,,,2.55,2.58,0.08,0.08,,,0.0
12M 2020,,,,,,,,,1.63,1.58,0.06,0.07,,,0.0
12M 2021,,,,,,,,,1.2,1.22,0.05,0.05,,,0.0
12M 2022,,,,,,,,,1.2,1.22,0.05,0.05,,,0.0
12M 2023,,,,,,,,,1.47,1.5,0.06,0.06,,,0.0
12M 2024,,,,,,,,,1.66,1.7,0.07,0.07,,,0.0
