Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2006,5.63 B,56.09,10.63,1.09,,1.00%,18.92%,2.73%,
12M 2007,5.71 B,65.69,7.25,0.85,,1.09%,19.10%,1.60%,
12M 2008,5.71 B,64.55,2.63,0.29,,1.13%,17.05%,1.65%,
12M 2009,6.01 B,60.29,5.27,0.52,,0.97%,14.28%,1.51%,
12M 2010,6.15 B,80.07,6.88,0.88,,1.04%,17.07%,1.50%,
12M 2011,7.96 B,92.79,5.49,0.88,,1.29%,16.91%,1.78%,
12M 2012,7.97 B,104.20,5.25,0.85,,1.26%,16.66%,1.74%,
12M 2013,8.50 B,109.37,5.60,0.88,,1.34%,15.01%,1.74%,
12M 2014,9.09 B,79.73,9.31,0.95,,0.92%,10.65%,1.27%,
12M 2015,9.09 B,105.70,6.56,0.76,,1.02%,12.79%,1.35%,
12M 2016,9.09 B,119.58,5.29,0.61,,1.03%,11.43%,1.39%,
12M 2017,9.09 B,14.89,39.22,0.55,,0.13%,2.01%,0.11%,
12M 2018,11.65 B,16.27,16.47,0.39,287.48 B,0.20%,2.21%,0.14%,
12M 2019,11.65 B,18.57,11.90,0.33,241.50 B,0.22%,2.44%,0.10%,
12M 2020,32.67 B,-99.65,-5.76,3.53,"(3,540.77 B)",-4.07%,-38.55%,-4.38%,
12M 2021,67.89 B,-33.62,-8.03,4.35,"(2,702.08 B)",-2.56%,-17.28%,-3.65%,
12M 2022,67.89 B,-74.06,-1.38,1.68,"(4,704.12 B)",-5.59%,-44.80%,-5.64%,
12M 2023,187.89 B,-32.12,-2.49,3.09,"(6,398.61 B)",-7.16%,-42.68%,-7.64%,
12M 2024,187.89 B,-33.69,-1.60,1.86,"(4,619.75 B)",-7.62%,-79.24%,-5.72%,
