Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2006,2.01,296.53,2.01,296.38,,,,,
12M 2007,1.38,343.96,1.38,343.84,,,,,
12M 2008,0.45,378.58,0.52,326.83,,,,,
12M 2009,0.75,422.18,0.85,376.27,,,,,
12M 2010,1.17,469.11,1.29,427.52,,,,,
12M 2011,0.93,548.81,0.99,514.61,,,,,
12M 2012,0.87,625.36,0.92,596.46,,,,,
12M 2013,0.84,728.87,0.87,700.94,,,,,
12M 2014,0.99,748.53,1.02,724.98,,,,,
12M 2015,0.84,826.59,0.87,800.29,,,,,
12M 2016,0.60,1046.16,0.62,1019.42,,,,,
12M 2017,0.79,741.47,0.82,714.03,,,,,
12M 2018,0.36,735.71,0.37,716.28,,,,,
12M 2019,0.29,762.37,0.30,741.09,,,,,
12M 2020,2.22,258.50,2.28,252.27,,,,,
12M 2021,1.39,194.52,1.41,191.54,,,,,
12M 2022,0.62,165.29,0.63,162.32,,,,,
12M 2023,1.06,75.24,1.09,73.72,,,,,
12M 2024,1.27,42.51,1.31,41.07,,,,,
