Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.61,44.11,1.61,44.11,1 B,2 B,3 B,(3 B),(9 B)
12M 2009,-0.45,-39.64,-0.45,-39.64,0 B,0 B,0 B,(0 B),(24 B)
12M 2010,-0.25,-72.13,-0.25,-72.13,0 B,0 B,0 B,(0 B),(35 B)
12M 2011,-0.16,-109.53,-0.16,-109.53,0 B,0 B,0 B,(0 B),(43 B)
12M 2012,-0.29,-144.08,-0.29,-144.08,0 B,0 B,0 B,(0 B),(53 B)
12M 2013,-0.26,-160.69,-0.26,-160.69,,4 B,4 B,3 B,(54 B)
12M 2014,-0.41,-174.67,-0.41,-174.67,,7 B,7 B,7 B,(58 B)
12M 2015,-0.38,-188.96,-0.38,-188.96,,37 B,37 B,37 B,(53 B)
12M 2016,-0.36,-198.21,-0.36,-198.21,,48 B,48 B,48 B,(52 B)
12M 2017,1.36,115.81,1.47,107.20,1 B,205 B,207 B,(128 B),824 B
12M 2018,1.18,118.56,1.27,109.95,2 B,9 B,11 B,(125 B),(733 B)
