Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.83,0.37,0.19,4.74,0.0,0.0,-0.19,0.04,3.73
12M 2009,0.17,0.03,-0.03,-1.24,-0.0,0.0,0.0,0.02,-2.25
12M 2010,0.13,0.05,-0.01,-0.72,-0.0,0.0,0.01,0.01,-1.72
12M 2011,0.07,0.03,-0.01,-0.28,-0.0,0.0,0.01,0.02,-1.29
12M 2012,0.02,0.02,-0.0,-0.14,-0.0,0.0,0.0,0.01,-1.15
12M 2013,0.02,0.02,-0.06,-0.09,-0.0,0.0,-0.06,0.7,-1.1
12M 2014,0.01,0.01,-0.11,-0.12,-0.0,0.0,-0.11,0.96,-1.13
12M 2015,0.01,0.01,-0.58,-0.42,-0.0,0.0,-0.58,1.39,-1.43
12M 2016,0.01,0.01,-0.72,-0.52,-0.0,0.0,-0.72,1.39,-1.52
12M 2017,2.45,0.63,0.04,1.25,0.0,0.0,-0.03,0.03,0.16
12M 2018,0.32,0.32,0.0,1.34,0.0,0.0,-0.03,0.0,0.22
