Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,0.10 B,-3.10,-193.55,0.06,,-0.13%,-0.53%,10.93%,2.04
12M 2014,0.10 B,26.23,34.31,0.07,,1.09%,4.22%,2.71%,0.70
12M 2015,0.51 B,-2.32,-316.81,0.50,,-0.82%,-1.91%,1.85%,0.22
12M 2016,0.51 B,1.02,274.51,0.12,,0.38%,0.85%,13.65%,2.33
12M 2017,0.51 B,30.38,10.07,0.08,,5.05%,20.84%,26.25%,3.85
12M 2018,0.51 B,45.21,6.64,0.04,30.56 B,3.54%,23.84%,26.87%,6.00
12M 2019,0.51 B,14.16,29.52,0.10,14.72 B,1.19%,7.21%,9.81%,12.43
12M 2020,0.51 B,14.24,18.40,0.07,10.03 B,1.73%,7.14%,7.59%,1341.50
12M 2021,0.51 B,37.06,6.91,0.04,17.65 B,3.77%,15.01%,14.04%,1657.00
12M 2022,0.51 B,94.56,2.81,0.03,49.62 B,7.51%,27.25%,30.91%,321.82
12M 2023,0.51 B,82.67,5.88,0.13,44.14 B,12.35%,20.10%,21.86%,32.80
12M 2024,0.51 B,-8.53,-42.44,2.33,(7.91 B),-1.93%,-2.04%,-4.13%,-46.77
