Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.27,1.17,0.28,4.06,0.0,0.0,-0.06,0.07,3.06
12M 2014,1.27,1.17,0.4,3.88,0.0,0.0,0.31,0.1,2.88
12M 2015,1.01,0.69,0.54,2.34,0.0,0.0,0.42,0.23,1.33
12M 2016,0.92,0.59,0.59,2.24,0.0,0.0,0.42,0.26,1.24
12M 2017,1.3,1.12,0.61,4.12,0.0,0.0,0.33,0.15,3.06
12M 2018,1.16,1.1,0.43,6.74,0.0,0.0,-0.49,0.06,5.7
12M 2019,1.18,1.14,0.0,6.07,0.0,0.0,-2.85,0.0,5.02
12M 2020,1.3,1.29,0.0,4.13,0.0,0.0,-1.78,0.0,3.09
12M 2021,1.32,1.32,0.0,3.98,0.0,0.0,-1.98,0.0,2.96
12M 2022,1.38,1.37,0.0,3.63,0.0,0.0,-2.43,0.0,2.58
12M 2023,2.54,2.52,0.0,1.63,0.0,0.0,-1.51,0.0,0.63
12M 2024,21.49,21.16,0.0,1.06,0.0,0.0,-0.18,0.0,0.06
