Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,1.02,586.48,1.02,586.48,16 B,,16 B,(3 B),47 B
12M 2014,1.45,621.74,1.45,621.74,22 B,3 B,25 B,19 B,46 B
12M 2015,6.03,121.97,6.03,121.97,32 B,2 B,34 B,26 B,1 B
12M 2016,2.33,120.14,2.33,120.14,33 B,3 B,36 B,26 B,(5 B)
12M 2017,2.10,145.79,2.10,145.79,43 B,2 B,45 B,24 B,64 B
12M 2018,1.58,189.61,1.58,189.61,40 B,2 B,42 B,(47 B),87 B
12M 2019,2.13,196.33,2.13,196.33,0 B,0 B,0 B,(284 B),88 B
12M 2020,1.31,199.55,1.31,199.55,0 B,0 B,0 B,(181 B),95 B
12M 2021,1.04,246.88,1.04,246.88,0 B,0 B,0 B,(248 B),119 B
12M 2022,0.77,347.05,0.77,347.05,0 B,,0 B,(428 B),172 B
12M 2023,1.18,411.27,1.18,411.27,0 B,0 B,0 B,(316 B),198 B
12M 2024,0.87,418.36,0.87,418.36,0 B,0 B,0 B,(38 B),202 B
