Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,54 B,(9 B),46 B,182.04
12M 2009,26 B,(9 B),17 B,69.77
12M 2010,175 B,(28 B),147 B,146.94
12M 2011,496 B,(33 B),463 B,463.29
12M 2012,132 B,(297 B),(165 B),-164.79
12M 2013,282 B,(94 B),188 B,187.61
12M 2014,86 B,(62 B),24 B,23.78
12M 2015,121 B,(30 B),90 B,90.16
12M 2016,183 B,(19 B),165 B,164.51
12M 2017,283 B,(89 B),194 B,38.76
12M 2018,74 B,(118 B),(44 B),-8.81
12M 2019,197 B,(74 B),123 B,24.68
12M 2020,60 B,(14 B),45 B,9.10
12M 2021,526 B,(35 B),491 B,98.11
12M 2022,510 B,(52 B),459 B,91.76
12M 2023,266 B,(99 B),167 B,33.39
12M 2024,871 B,(98 B),773 B,154.50
