Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.25 B,161.89,10.87,1.30,,17.98%,32.69%,49.98%,19.98
12M 2009,0.25 B,128.01,17.19,1.35,,11.73%,21.22%,26.99%,28.04
12M 2010,1.00 B,166.03,22.29,3.82,,31.49%,54.11%,83.01%,175.47
12M 2011,1.00 B,450.20,14.33,3.03,,46.04%,68.52%,118.51%,324.59
12M 2012,1.00 B,228.13,10.85,1.19,,22.73%,32.87%,45.81%,166.86
12M 2013,1.00 B,210.63,9.73,0.87,,16.28%,24.11%,35.69%,199.92
12M 2014,1.00 B,100.47,10.00,0.59,,8.11%,11.45%,16.65%,93.03
12M 2015,1.00 B,76.57,5.49,0.28,,5.63%,7.61%,11.86%,48.06
12M 2016,1.00 B,128.52,11.67,1.22,,9.69%,11.66%,16.63%,83.23
12M 2017,5.00 B,36.50,8.88,1.45,,12.82%,15.59%,20.88%,116.31
12M 2018,5.00 B,1.89,187.30,2.18,40.22 B,0.56%,0.77%,1.08%,5.25
12M 2019,5.00 B,15.69,15.04,0.73,145.33 B,4.47%,6.17%,8.06%,16.69
12M 2020,5.00 B,-21.35,-12.46,1.26,(99.03 B),-6.96%,-9.04%,-9.26%,-15.94
12M 2021,5.00 B,66.13,3.99,0.70,522.01 B,17.52%,23.52%,32.95%,64.88
12M 2022,5.00 B,115.05,3.48,0.53,903.20 B,21.68%,30.21%,47.08%,79.31
12M 2023,5.00 B,82.01,4.49,0.41,629.90 B,13.24%,19.16%,26.40%,86.61
12M 2024,5.00 B,127.04,4.29,0.53,991.73 B,18.81%,24.46%,36.62%,266.62
