Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.85 B,44.99,22.23,1.74,,1.84%,3.67%,11.03%,1.10
12M 2009,1.85 B,144.43,4.71,1.25,,6.03%,10.78%,10.38%,3.09
12M 2010,1.85 B,178.56,11.76,3.86,,6.99%,12.02%,10.68%,4.24
12M 2011,1.85 B,188.43,9.55,2.98,,6.72%,11.24%,11.72%,5.23
12M 2012,1.85 B,285.85,10.67,3.60,,8.02%,14.56%,13.38%,13.74
12M 2013,1.85 B,356.14,12.57,5.16,,8.82%,15.35%,10.46%,351.21
12M 2014,1.85 B,316.29,15.43,5.85,,7.29%,11.99%,8.47%,48.78
12M 2015,1.85 B,289.14,22.13,7.02,,5.93%,9.86%,9.10%,19.05
12M 2016,1.85 B,380.36,15.77,5.50,,7.26%,11.47%,11.13%,33.04
12M 2017,1.85 B,289.36,18.66,5.81,,5.06%,8.04%,6.95%,51.64
12M 2018,1.85 B,492.70,8.91,3.65,"1,059.20 B",7.21%,11.98%,9.51%,167.61
12M 2019,1.85 B,596.14,8.39,3.76,"1,137.48 B",8.00%,12.65%,9.09%,189.65
12M 2020,1.85 B,288.50,13.17,4.08,680.70 B,3.88%,6.28%,4.86%,3.74
12M 2021,1.85 B,356.70,9.50,2.88,770.30 B,4.31%,7.20%,5.03%,2.86
12M 2022,1.85 B,404.08,10.25,2.54,"1,122.01 B",4.80%,8.12%,7.80%,4.02
12M 2023,1.85 B,576.44,8.01,2.21,"1,322.98 B",7.05%,10.38%,9.72%,5.92
12M 2024,1.85 B,460.42,7.86,1.51,"1,560.26 B",5.93%,8.18%,10.89%,10.78
