Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.37,0.67,0.39,1.99,0.0,0.0,0.12,0.2,0.81
12M 2009,1.64,0.85,0.27,1.79,0.0,0.0,0.03,0.15,0.62
12M 2010,1.83,1.07,0.25,1.72,0.0,0.0,-0.02,0.15,0.55
12M 2011,1.93,1.19,0.21,1.67,0.0,0.0,-0.13,0.13,0.52
12M 2012,2.47,1.34,0.04,1.82,0.0,0.0,-0.37,0.02,0.4
12M 2013,3.51,1.79,0.01,1.74,0.0,0.0,-0.23,0.0,0.33
12M 2014,3.76,1.75,0.06,1.64,0.0,0.0,-0.22,0.04,0.36
12M 2015,3.62,1.85,0.07,1.66,0.0,0.0,-0.26,0.04,0.4
12M 2016,3.89,1.83,0.02,1.58,0.0,0.0,-0.22,0.01,0.31
12M 2017,3.79,1.87,0.04,1.59,0.0,0.0,-0.2,0.03,0.34
12M 2018,3.6,2.05,0.05,1.66,0.0,0.0,-0.28,0.03,0.42
12M 2019,3.83,2.23,0.04,1.58,0.0,0.0,-0.31,0.03,0.37
12M 2020,3.2,1.65,0.0,1.62,0.0,0.0,-0.3,0.0,0.4
12M 2021,3.27,1.72,0.02,1.67,0.0,0.0,-0.35,0.01,0.47
12M 2022,2.43,1.28,0.0,1.69,0.0,0.0,-0.38,0.0,0.51
12M 2023,2.7,1.28,0.0,1.47,0.0,0.0,-0.28,0.0,0.36
12M 2024,3.91,1.95,0.0,1.38,0.0,0.0,-0.24,0.0,0.24
