Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,30.43,,0.42,,5.25,,0.23,1.67,1.67,1.37
12M 2009,11.46,1143.88,9.95,1145.39,31.84,37.58,0.32,0.32,5.01,5.1,0.22,0.22,1.13,1.13,1.64
12M 2010,11.28,1415.02,11.37,1414.93,32.36,32.48,0.26,0.26,5.26,5.39,0.22,0.21,0.88,0.88,1.83
12M 2011,9.41,1337.27,11.68,1335.0,38.79,42.75,0.27,0.27,6.54,6.91,0.23,0.22,0.81,0.81,1.93
12M 2012,6.38,904.81,7.8,903.39,57.17,42.07,0.4,0.35,10.66,11.33,0.27,0.24,0.82,0.82,2.47
12M 2013,10.14,1263.85,10.13,1263.86,35.99,26.11,0.29,0.28,10.71,10.68,0.23,0.22,0.7,0.7,3.51
12M 2014,12.39,1655.32,14.2,1653.51,29.46,21.35,0.22,0.2,7.19,6.35,0.2,0.2,0.59,0.59,3.76
12M 2015,9.92,1905.4,20.89,1894.43,36.81,37.91,0.19,0.19,5.87,5.72,0.2,0.19,0.54,0.54,3.62
12M 2016,10.14,1624.39,22.85,1611.68,36.0,40.63,0.22,0.22,6.19,6.02,0.22,0.21,0.66,0.66,3.89
12M 2017,12.24,2239.01,34.46,2216.79,29.83,29.22,0.16,0.16,4.94,4.85,0.17,0.17,0.52,0.52,3.79
12M 2018,7.52,1893.65,34.24,1866.93,48.51,54.63,0.19,0.19,6.65,6.92,0.19,0.18,0.54,0.54,3.6
12M 2019,7.17,1627.87,43.32,1591.72,50.88,50.72,0.22,0.21,7.91,7.98,0.19,0.18,0.49,0.49,3.83
12M 2020,8.85,2475.24,112.69,2371.4,41.25,55.64,0.15,0.15,5.98,6.25,0.13,0.13,0.41,0.41,3.2
12M 2021,4.25,1480.91,96.78,1388.38,85.95,98.18,0.25,0.22,8.43,8.78,0.15,0.14,0.4,0.4,3.27
12M 2022,2.61,1294.93,82.53,1215.01,139.95,112.21,0.28,0.28,12.64,13.01,0.2,0.2,0.63,0.63,2.43
12M 2023,2.1,930.13,72.85,859.38,174.04,145.42,0.39,0.38,16.8,17.06,0.25,0.26,0.8,0.8,2.7
12M 2024,4.21,743.52,62.82,684.91,86.63,81.2,0.49,0.53,19.79,20.04,0.3,0.3,0.89,0.89,3.91
