Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,7.4,,107.16,,0.92,,0.6,-3.26,-3.26,0.4
12M 2009,41.25,3.6,24.9,19.95,8.85,11.02,101.49,81.14,0.98,0.94,0.64,0.66,-4.51,-4.51,0.51
12M 2010,14.09,1.45,18.79,-3.25,25.91,30.22,251.93,223.87,1.97,1.83,1.36,1.22,-7.37,-7.37,0.53
12M 2011,30.1,3.3,57.11,-23.71,12.13,11.39,110.44,106.14,1.03,0.98,0.7,0.67,-2.8,-2.8,0.4
12M 2012,31.77,2.99,39.6,-4.84,11.49,9.22,122.15,114.63,0.95,0.78,0.62,0.53,26.11,26.11,1.17
12M 2013,44.92,3.94,21.54,27.32,8.13,6.65,92.57,66.81,0.81,0.77,0.53,0.48,56.15,56.15,1.06
12M 2014,70.0,3.91,17.93,55.98,5.21,6.26,93.24,100.32,0.79,0.86,0.48,0.5,30.16,30.16,1.12
12M 2015,79.6,3.73,18.06,65.27,4.59,7.31,97.8,6.19,0.73,0.85,0.4,0.44,-1.35,-1.35,0.26
12M 2016,50.98,4.64,18.12,37.5,7.16,9.59,78.62,72.67,1.05,1.68,0.42,0.45,-1.5,-1.5,0.34
12M 2017,33.82,5.12,24.56,14.38,10.79,14.37,71.33,61.4,1.29,1.07,0.46,0.45,-4.54,-4.54,0.43
12M 2018,20.39,4.89,14.94,10.34,17.9,18.17,74.58,66.36,0.97,0.92,0.51,0.46,-4.74,-4.74,0.4
12M 2019,22.13,5.15,13.08,14.2,16.5,15.69,70.91,64.23,0.8,0.84,0.49,0.5,-7.56,-7.56,0.52
12M 2020,42.42,5.83,19.42,28.83,8.6,9.52,62.61,59.94,0.45,0.47,0.29,0.31,-3.62,-3.62,0.37
12M 2021,25.17,8.58,20.04,13.71,14.5,14.24,42.53,37.33,0.67,0.7,0.42,0.44,-5.44,-5.44,0.42
12M 2022,14.08,7.7,8.87,12.91,25.93,23.21,47.39,38.51,1.21,1.23,0.71,0.64,11.43,11.43,1.54
12M 2023,13.27,6.54,4.78,15.03,27.51,24.21,55.85,48.53,1.41,1.32,0.83,0.77,3.94,3.94,2.9
12M 2024,15.13,6.78,3.89,18.02,24.12,21.56,53.85,51.63,1.37,1.33,0.83,0.82,28.01,28.01,1.25
