Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.43 B,11.65,11.16,0.71,,3.77%,7.38%,19.26%,1.93
12M 2009,0.43 B,11.36,10.56,0.55,,3.13%,6.78%,12.95%,1.86
12M 2010,0.43 B,-0.30,-666.67,0.33,,-0.06%,-0.18%,9.70%,1.13
12M 2011,0.43 B,10.08,16.87,0.42,,1.64%,5.63%,15.21%,1.52
12M 2012,0.43 B,14.32,11.87,0.36,,1.59%,7.41%,13.54%,1.36
12M 2013,0.86 B,1.81,129.83,0.85,,0.30%,1.00%,9.20%,1.10
12M 2014,0.86 B,2.82,90.43,0.92,,0.51%,1.54%,4.66%,0.56
12M 2015,0.89 B,-44.95,-3.20,0.77,,-11.10%,-32.24%,-7.95%,-0.80
12M 2016,0.89 B,-28.40,-5.35,0.98,,-8.25%,-25.87%,-4.33%,-0.35
12M 2017,0.89 B,54.62,3.70,1.29,,16.14%,33.47%,5.69%,0.84
12M 2018,0.89 B,1.15,132.17,0.84,44.65 B,0.31%,0.71%,7.95%,1.62
12M 2019,0.89 B,4.40,33.64,0.90,40.04 B,1.45%,2.57%,5.30%,1.33
12M 2020,0.89 B,-37.85,-1.66,0.79,(13.32 B),-15.19%,-28.50%,-18.97%,-6.96
12M 2021,0.89 B,-10.86,-19.52,2.01,18.98 B,-4.33%,-8.89%,-2.29%,-0.64
12M 2022,1.46 B,13.64,8.06,0.88,53.92 B,6.83%,10.14%,12.72%,6.78
12M 2023,1.46 B,21.72,7.69,0.91,82.44 B,9.02%,13.92%,15.97%,5.68
12M 2024,1.46 B,19.35,5.53,0.51,88.31 B,7.48%,11.45%,13.35%,4.50
