Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,5.21 B,208.32,5.23,2.45,,12.45%,20.81%,3.11%,0.55
12M 2009,5.21 B,141.83,15.69,4.66,,6.32%,13.85%,2.10%,0.64
12M 2010,5.21 B,149.47,31.61,6.53,,6.79%,14.31%,-0.64%,-0.13
12M 2011,5.21 B,213.31,10.20,2.17,,6.09%,17.26%,1.35%,0.25
12M 2012,5.21 B,127.54,11.13,1.02,,2.93%,8.62%,2.10%,0.46
12M 2013,5.21 B,-146.29,-4.03,0.29,,-2.70%,-8.68%,2.38%,0.36
12M 2014,5.21 B,-65.70,-7.76,0.19,,-1.20%,-3.97%,1.51%,0.42
12M 2015,5.21 B,-114.61,-0.96,0.04,,-2.01%,-6.64%,-0.89%,-0.22
12M 2016,5.21 B,-172.64,-4.08,0.36,,-3.67%,-11.36%,-0.63%,-0.17
12M 2017,5.21 B,861.63,3.55,1.08,,9.11%,35.84%,1.51%,0.44
12M 2018,5.21 B,218.98,7.24,0.20,"10,836.19 B",2.15%,8.31%,17.29%,5.08
12M 2019,5.21 B,-49.31,-24.23,0.16,"7,646.83 B",-0.51%,-2.17%,9.77%,2.64
12M 2020,5.21 B,-328.85,-5.26,0.30,"5,501.99 B",-3.48%,-17.72%,4.24%,0.97
12M 2021,5.21 B,158.55,9.74,0.18,"14,718.22 B",1.57%,7.58%,29.18%,7.37
12M 2022,5.21 B,1292.47,2.11,0.22,"20,938.65 B",12.02%,36.31%,48.56%,11.69
12M 2023,5.21 B,350.41,4.10,0.16,"5,827.95 B",3.80%,9.59%,13.50%,3.65
12M 2024,5.21 B,30.68,48.73,0.20,"3,117.31 B",0.33%,0.82%,7.04%,1.73
