Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,5.02,5.02,0.52,1.67,0.0,0.0,0.07,0.31,0.67
12M 2009,3.53,3.5,0.95,2.19,0.0,0.0,0.4,0.43,1.19
12M 2010,3.65,3.62,0.89,2.11,0.0,0.0,0.5,0.42,1.1
12M 2011,1.64,1.61,1.33,2.84,0.0,0.0,0.79,0.47,1.64
12M 2012,1.31,1.27,1.3,2.95,0.0,0.0,0.86,0.44,1.66
12M 2013,2.19,2.14,1.41,3.22,0.0,0.0,0.96,0.44,1.9
12M 2014,2.1,2.06,1.46,3.31,0.0,0.0,0.98,0.44,1.99
12M 2015,1.64,1.62,1.49,3.3,0.0,0.0,1.09,0.45,2.02
12M 2016,2.13,2.1,1.37,3.09,0.0,0.0,0.95,0.44,1.83
12M 2017,2.05,1.94,1.53,3.93,0.0,0.0,0.86,0.39,2.73
12M 2018,2.18,2.07,1.54,3.87,0.0,0.0,0.89,0.4,2.68
12M 2019,2.01,1.94,1.78,4.25,0.0,0.0,1.11,0.42,3.02
12M 2020,1.97,1.91,2.41,5.1,0.0,0.0,1.46,0.47,3.83
12M 2021,1.84,1.8,1.9,4.84,0.0,0.0,0.77,0.39,3.68
12M 2022,1.7,1.65,0.91,3.02,0.0,0.0,-0.06,0.3,1.9
12M 2023,1.51,1.46,0.86,2.53,0.0,0.0,0.5,0.34,1.41
12M 2024,2.15,2.06,0.86,2.46,0.0,0.0,0.48,0.35,1.33
