Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2007,1.71,0.83,0.37,1.72,0.0,0.0,0.35,0.22,0.65
12M 2008,1.82,0.88,0.35,1.7,0.0,0.0,0.32,0.2,0.62
12M 2009,1.59,0.88,0.33,1.89,0.0,0.0,0.31,0.17,0.8
12M 2010,2.17,1.17,0.54,2.05,0.0,0.0,0.51,0.26,0.96
12M 2011,2.72,1.49,0.44,1.88,0.0,0.0,0.41,0.23,0.77
12M 2012,1.94,1.12,0.57,2.23,0.0,0.0,0.47,0.25,0.96
12M 2013,2.1,1.34,0.4,2.03,0.0,0.0,0.29,0.2,0.83
12M 2014,2.11,1.31,0.26,1.74,0.0,0.0,0.19,0.15,0.6
12M 2015,2.39,1.41,0.25,1.82,0.0,0.0,0.01,0.14,0.64
12M 2016,2.86,1.77,0.11,1.64,0.0,0.0,0.04,0.07,0.49
12M 2017,3.74,2.17,0.06,1.53,0.0,0.0,0.02,0.04,0.39
12M 2018,3.94,2.33,0.04,1.5,0.0,0.0,0.01,0.03,0.35
12M 2019,4.64,2.94,0.03,1.49,0.0,0.0,-0.08,0.02,0.32
12M 2020,5.76,3.95,0.03,1.48,0.0,0.0,-0.28,0.02,0.32
12M 2021,4.18,2.53,0.07,1.53,0.0,0.0,-0.19,0.05,0.38
12M 2022,4.43,2.77,0.08,1.51,0.0,0.0,-0.26,0.06,0.37
12M 2023,5.17,3.59,0.06,1.42,0.0,0.0,-0.29,0.05,0.29
12M 2024,4.68,3.06,0.04,1.43,0.0,0.0,-0.28,0.03,0.3
