Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2007,,,,,,,,,,,,,5.4,,1.71
12M 2008,60.78,94.64,24.83,130.59,6.01,5.66,3.86,3.63,4.0,3.77,1.54,1.44,5.42,5.42,1.82
12M 2009,69.27,93.34,39.93,122.68,5.27,5.42,3.91,5.06,3.93,3.93,1.47,1.54,6.46,6.46,1.59
12M 2010,69.18,85.97,43.7,111.45,5.28,5.57,4.25,3.75,4.35,4.25,1.55,1.5,4.37,4.37,2.17
12M 2011,67.79,85.55,28.62,124.72,5.38,5.54,4.27,3.82,4.67,4.59,1.64,1.59,3.98,3.98,2.72
12M 2012,66.39,79.69,21.74,124.34,5.5,5.26,4.58,4.1,4.88,4.38,1.68,1.51,4.95,4.95,1.94
12M 2013,75.94,81.97,28.41,129.5,4.81,4.57,4.45,4.5,4.84,4.82,1.51,1.44,4.13,4.13,2.1
12M 2014,78.48,81.95,31.24,129.19,4.65,4.74,4.45,4.18,5.35,5.33,1.53,1.5,4.41,4.41,2.11
12M 2015,76.43,93.71,31.07,139.07,4.78,4.4,3.89,3.35,4.64,3.89,1.41,1.23,3.52,3.52,2.39
12M 2016,84.16,104.68,39.63,149.21,4.34,4.31,3.49,3.65,4.19,4.32,1.29,1.31,3.04,3.04,2.86
12M 2017,81.71,94.85,34.42,142.14,4.47,4.5,3.85,3.51,4.98,,1.42,1.39,2.9,2.9,3.74
12M 2018,79.05,94.28,29.7,143.63,4.62,4.32,3.87,3.52,5.49,5.21,1.5,1.41,2.84,2.84,3.94
12M 2019,90.73,102.54,34.04,159.23,4.02,4.08,3.56,3.42,5.25,5.14,1.33,1.29,1.84,2.35,4.64
12M 2020,103.32,124.98,36.96,191.34,3.53,4.15,2.92,2.85,4.52,4.25,1.0,0.98,1.71,1.71,5.76
12M 2021,76.39,117.58,29.38,164.59,4.78,4.5,3.1,2.6,5.97,5.85,1.15,1.08,1.96,1.96,4.18
12M 2022,68.47,125.87,29.57,164.77,5.33,5.05,2.9,2.8,6.3,5.96,1.19,1.12,2.02,2.02,4.43
12M 2023,71.08,121.8,29.13,163.75,5.14,4.76,3.0,3.12,6.02,6.04,1.14,1.12,1.91,1.91,5.17
12M 2024,76.24,126.79,35.29,167.74,4.79,4.73,2.88,2.72,5.79,5.6,1.08,1.07,1.82,1.82,4.68
