Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,0.29,0.29,0.15,1.56,0.14,0.09,0.13,0.1,0.56
12M 2011,0.26,0.26,0.44,1.69,0.0,0.0,0.42,0.26,0.68
12M 2012,2.39,2.39,0.17,1.21,0.0,0.0,0.11,0.14,0.2
12M 2013,1.89,1.89,0.16,1.24,0.0,0.0,0.1,0.13,0.24
12M 2014,2.03,2.03,0.18,1.27,0.0,0.0,0.09,0.14,0.27
12M 2015,2.17,2.17,0.17,1.22,0.0,0.0,0.12,0.14,0.22
12M 2016,2.35,2.35,0.18,1.23,0.0,0.0,0.13,0.15,0.23
12M 2017,3.14,3.14,0.24,1.28,0.0,0.0,0.2,0.19,0.28
12M 2018,3.68,3.68,0.2,1.25,0.0,0.0,0.15,0.16,0.25
12M 2019,3.49,3.49,0.2,1.26,0.0,0.0,0.16,0.16,0.26
12M 2020,2.44,2.44,0.12,1.29,0.0,0.0,0.08,0.09,0.29
12M 2021,2.5,2.5,0.12,1.29,0.0,0.0,0.11,0.09,0.29
