Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,1.20 B,3.28,0.00,0.00,,0.38%,0.64%,1.03%,3.34
12M 2012,10.01 B,0.44,795.45,43.18,,0.36%,0.43%,1.37%,2.88
12M 2013,10.01 B,1.99,44.22,7.29,,1.55%,1.91%,2.28%,109.23
12M 2014,10.01 B,4.72,10.81,3.31,,3.40%,4.33%,4.71%,58.05
12M 2015,10.01 B,0.51,107.84,4.60,,0.38%,0.46%,0.60%,14.61
12M 2016,10.01 B,0.12,416.67,9.33,,0.09%,0.11%,0.31%,0.50
12M 2017,10.01 B,0.02,3450.00,10.37,,0.02%,0.02%,0.11%,0.22
12M 2018,10.01 B,0.12,483.33,7.49,12.14 B,0.09%,0.11%,0.75%,0.88
12M 2019,10.01 B,0.17,294.12,6.75,13.73 B,0.12%,0.15%,0.92%,1.10
12M 2020,10.01 B,-1.32,-37.88,12.43,(5.62 B),-0.94%,-1.21%,-0.69%,-1.38
12M 2021,10.01 B,-1.75,-28.57,20.09,(5.28 B),-1.27%,-1.64%,-0.64%,-0.70
