Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2012,0.00 B,1637102.98,0.00,0.00,,10.44%,27.24%,68.12%,5.86
12M 2013,1.41 B,14.64,15.37,1.72,,6.87%,11.20%,31.90%,2.68
12M 2014,1.41 B,22.75,18.90,2.35,,7.27%,15.06%,25.19%,3.61
12M 2015,1.08 B,17.15,12.94,1.18,,4.37%,8.36%,20.86%,2.01
12M 2016,1.08 B,14.77,20.18,1.88,,3.89%,6.64%,15.34%,2.27
12M 2017,1.08 B,12.96,15.43,1.28,,3.29%,5.63%,13.52%,2.29
12M 2018,1.08 B,28.25,6.58,0.92,63.24 B,6.75%,11.03%,21.08%,4.02
12M 2019,1.08 B,23.92,7.69,0.82,53.57 B,5.24%,8.54%,15.88%,3.14
12M 2020,1.08 B,27.94,5.51,0.67,59.99 B,5.87%,9.07%,15.89%,3.35
12M 2021,1.08 B,18.08,12.17,0.94,47.12 B,3.59%,5.52%,10.88%,2.84
12M 2022,1.08 B,11.87,16.60,0.72,50.84 B,2.26%,3.51%,10.79%,2.82
12M 2023,1.08 B,26.94,6.94,0.67,63.20 B,4.82%,7.38%,12.86%,3.60
12M 2024,1.08 B,3.95,45.06,0.68,37.12 B,0.68%,1.07%,5.75%,1.52
