Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,8.45,,2.86,,1.88,,0.99,12.45,12.45,1.23
12M 2009,38.04,100.52,34.71,103.85,9.6,10.2,3.63,4.21,1.93,1.86,1.07,1.1,8.28,8.28,1.69
12M 2010,41.6,74.83,30.7,85.73,8.77,6.94,4.88,4.19,2.36,2.45,1.27,1.18,6.31,6.31,1.71
12M 2011,40.19,66.11,30.8,75.5,9.08,8.9,5.52,4.9,2.29,2.05,1.3,1.19,97.39,97.39,1.03
12M 2012,42.37,71.19,40.7,72.86,8.61,7.39,5.13,4.38,2.09,2.01,1.18,1.08,-881.39,-881.39,1.0
12M 2013,43.24,69.64,34.51,78.37,8.44,7.79,5.24,4.97,2.41,2.29,1.25,1.19,19.88,19.88,1.14
12M 2014,40.11,61.63,28.43,73.31,9.1,8.52,5.92,5.75,2.68,2.57,1.37,1.31,8.32,8.32,1.48
12M 2015,39.35,55.17,27.81,66.71,9.28,9.18,6.62,6.39,2.72,2.58,1.41,1.36,7.93,7.93,1.58
12M 2016,45.13,50.78,29.22,66.69,8.09,7.7,7.19,6.87,2.46,2.41,1.24,1.14,7.22,7.22,1.65
12M 2017,47.25,47.77,31.58,63.44,7.73,7.45,7.64,7.27,2.5,2.47,1.21,1.21,4.8,4.8,2.64
12M 2018,51.17,50.63,35.02,66.78,7.13,6.94,7.21,6.97,2.54,2.58,1.14,1.09,4.92,4.92,1.85
12M 2019,50.1,44.93,31.1,63.93,7.29,6.37,8.12,8.03,3.16,3.14,1.27,1.24,4.64,4.64,2.85
12M 2020,46.95,39.98,30.19,56.74,7.77,8.36,9.13,8.82,2.89,2.83,1.22,1.14,4.37,4.37,2.41
12M 2021,39.74,35.89,32.01,43.62,9.19,8.77,10.17,9.03,2.74,2.75,1.15,1.11,2.82,2.82,4.16
12M 2022,35.49,34.39,30.01,39.87,10.29,10.1,10.61,9.47,3.14,3.14,1.16,1.1,2.41,2.41,4.85
12M 2023,34.87,43.53,33.32,45.08,10.47,10.37,8.38,7.89,2.96,2.97,0.95,0.89,1.59,1.59,6.95
12M 2024,36.16,41.06,30.54,46.68,10.09,8.58,8.89,9.46,3.0,2.96,0.81,0.75,1.16,1.16,9.51
