Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,1.49,,,,13.16,,0.21,1.03,1.03,1.32
12M 2009,130.06,,,130.06,2.81,2.35,,,16.89,17.44,0.28,0.28,1.63,1.63,1.25
12M 2010,121.17,,,121.17,3.01,3.92,,,15.48,13.92,0.39,0.41,-0.77,-0.77,0.23
12M 2011,16.37,9.67,20.84,5.2,22.29,22.25,37.74,37.75,8.81,8.81,4.12,4.09,-54.51,-54.51,0.93
12M 2012,24.47,28.28,30.04,22.71,14.92,13.12,12.91,11.51,4.06,3.2,2.09,1.72,-34.91,-34.91,0.92
12M 2013,29.73,38.04,33.31,34.46,12.28,10.8,9.6,9.21,3.1,2.75,1.58,1.39,6.37,6.37,1.73
12M 2014,29.18,33.87,32.6,30.45,12.51,13.34,10.78,11.2,3.23,3.09,1.57,1.46,6.4,6.4,1.86
12M 2015,28.83,31.24,33.47,26.6,12.66,11.14,11.68,11.43,3.15,3.06,1.42,1.32,4.51,4.51,2.33
12M 2016,33.1,31.95,35.96,29.09,11.03,12.26,11.42,12.5,2.97,3.31,1.2,1.26,2.92,2.92,4.3
12M 2017,33.56,33.83,34.75,32.64,10.88,10.38,10.79,10.75,3.71,4.09,1.32,1.36,3.33,3.33,2.85
12M 2018,30.01,30.62,32.92,27.71,12.16,10.28,11.92,12.18,5.64,5.33,1.7,1.59,3.25,3.25,3.48
12M 2019,42.26,31.98,37.48,36.76,8.64,7.21,11.41,10.69,5.93,5.85,1.63,1.61,3.27,3.27,3.28
12M 2020,66.23,53.44,47.49,72.18,5.51,8.92,6.83,6.61,4.79,5.18,1.16,1.18,1.84,1.84,6.31
12M 2021,48.74,59.52,39.69,68.57,7.49,11.58,6.13,6.55,5.46,5.97,1.03,1.01,1.41,1.41,6.72
12M 2022,37.81,56.61,41.79,52.63,9.65,9.89,6.45,6.68,5.63,5.57,0.84,0.81,1.1,1.1,7.88
12M 2023,70.3,63.85,52.35,81.8,5.19,5.71,5.72,5.73,3.21,3.24,0.65,0.65,1.4,1.4,2.97
12M 2024,73.54,51.74,42.88,82.4,4.96,4.77,7.06,7.28,3.4,3.74,0.78,0.79,1.62,1.62,4.28
