Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.32,1.32,0.11,5.13,0.0,0.0,0.11,0.02,4.13
12M 2009,1.25,1.24,0.15,7.25,0.0,0.0,0.12,0.02,6.25
12M 2010,0.23,0.22,-0.15,-3.41,-0.0,0.0,-0.12,0.04,-4.41
12M 2011,0.93,0.75,0.76,2.36,0.0,0.0,0.61,0.32,1.36
12M 2012,0.92,0.62,2.04,4.79,0.0,0.0,1.74,0.43,3.78
12M 2013,1.73,1.28,0.98,2.32,0.0,0.0,0.83,0.42,1.32
12M 2014,1.86,1.43,0.73,2.03,0.0,0.0,0.51,0.36,1.03
12M 2015,2.33,1.96,0.5,1.73,0.0,0.0,0.18,0.29,0.73
12M 2016,4.3,3.63,0.19,1.37,0.0,0.0,-0.02,0.14,0.37
12M 2017,2.85,2.3,0.1,1.33,0.0,0.0,-0.11,0.07,0.33
12M 2018,3.48,2.93,0.09,1.33,0.0,0.0,-0.29,0.07,0.33
12M 2019,3.28,2.67,0.04,1.31,0.0,0.0,-0.16,0.03,0.31
12M 2020,6.31,5.18,0.0,1.17,0.0,0.0,-0.37,0.0,0.17
12M 2021,6.72,5.78,0.01,1.17,0.0,0.0,-0.62,0.0,0.17
12M 2022,7.88,6.94,0.0,1.14,0.0,0.0,-0.66,0.0,0.14
12M 2023,2.97,2.55,0.24,1.48,0.0,0.0,-0.23,0.16,0.43
12M 2024,4.28,3.67,0.13,1.31,0.0,0.0,-0.23,0.1,0.28
