Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,36.28,,11.02,,10.9,,3.68,-25.18,-25.18,0.79
12M 2009,6.98,28.8,51.21,-15.43,52.29,48.94,12.67,11.35,11.85,11.2,4.09,3.89,-32.57,-32.57,0.83
12M 2010,5.61,32.85,51.45,-12.99,65.09,62.61,11.11,9.76,11.54,9.98,3.95,3.51,-23.04,-23.04,0.78
12M 2011,5.77,32.49,49.15,-10.89,63.23,52.59,11.23,11.29,11.63,11.17,3.93,3.82,-35.21,-35.21,0.83
12M 2012,7.17,32.46,46.8,-7.17,50.93,39.75,11.25,9.85,12.11,11.07,3.73,3.32,10650.11,10650.11,1.0
12M 2013,8.44,34.78,42.78,0.44,43.25,31.86,10.49,8.97,12.51,10.51,3.78,3.21,-27.89,-27.89,0.82
12M 2014,11.28,43.68,46.6,8.36,32.37,28.12,8.36,7.65,11.26,10.65,3.35,3.1,-57.29,-57.29,0.91
12M 2015,10.8,43.75,45.64,8.91,33.78,35.83,8.34,8.69,11.09,10.61,3.31,3.22,67.51,67.51,1.1
12M 2016,10.19,42.79,42.6,10.38,35.82,34.06,8.53,7.81,10.77,10.09,3.24,3.01,-47.26,-47.26,0.9
12M 2017,11.0,47.94,45.64,13.3,33.17,32.37,7.61,7.35,10.43,10.16,2.97,2.83,-40.66,-40.66,0.88
12M 2018,10.56,48.2,48.69,10.07,34.57,35.69,7.57,7.63,11.58,11.98,3.03,3.07,40.15,40.15,1.15
12M 2019,8.64,46.24,48.38,6.5,42.23,46.61,7.89,7.88,13.32,13.48,3.16,3.09,45.16,45.16,1.12
12M 2020,7.79,45.97,50.61,3.15,46.88,43.11,7.94,7.86,13.14,12.59,3.04,2.96,-42.9,-42.9,0.88
12M 2021,7.54,44.51,50.54,1.51,48.38,47.36,8.2,7.59,13.53,13.21,3.18,3.13,-39.23,-39.23,0.87
12M 2022,7.39,42.44,48.04,1.79,49.41,45.17,8.6,8.02,14.18,13.65,3.33,3.2,-56.19,-56.19,0.9
12M 2023,8.08,41.82,46.72,3.18,45.18,42.18,8.73,8.29,14.02,13.54,3.29,3.18,1698.96,1698.96,1.0
12M 2024,8.6,42.98,47.82,3.76,42.45,43.64,8.49,8.14,13.86,13.36,3.24,3.13,135.55,135.55,1.04
