Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,438 B,(505 B),(67 B),-21.85
12M 2009,559 B,(364 B),195 B,56.84
12M 2010,659 B,(750 B),(90 B),-26.29
12M 2011,931 B,(535 B),395 B,115.13
12M 2012,864 B,(937 B),(73 B),-19.34
12M 2013,"1,160 B","(1,294 B)",(134 B),-3.54
12M 2014,"1,549 B","(1,391 B)",158 B,4.08
12M 2015,"3,411 B","(1,583 B)","1,828 B",44.02
12M 2016,"2,099 B","(2,189 B)",(89 B),-2.15
12M 2017,"3,323 B","(1,633 B)","1,690 B",40.69
12M 2018,"5,957 B",(705 B),"5,252 B",126.48
12M 2019,"5,409 B","(1,254 B)","4,155 B",100.06
12M 2020,"6,560 B","(3,569 B)","2,991 B",72.04
12M 2021,"6,336 B","(3,338 B)","2,998 B",72.20
12M 2022,"7,062 B","(4,021 B)","3,042 B",73.25
12M 2023,"6,817 B","(4,530 B)","2,287 B",55.07
12M 2024,"8,063 B","(4,839 B)","3,224 B",77.65
