Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.79,0.41,0.75,3.81,0.0,0.0,0.18,0.2,2.81
12M 2009,0.83,0.39,0.41,3.21,0.0,0.0,-0.02,0.13,2.21
12M 2010,0.78,0.3,0.79,3.93,0.0,0.0,0.38,0.2,2.93
12M 2011,0.83,0.38,0.69,3.43,0.0,0.0,0.28,0.2,2.43
12M 2012,1.0,0.48,0.33,2.45,0.0,0.0,0.03,0.13,1.44
12M 2013,0.82,0.34,1.5,4.66,0.0,0.0,1.24,0.32,3.55
12M 2014,0.91,0.35,1.69,4.82,0.0,0.0,1.52,0.35,3.79
12M 2015,1.1,0.45,0.84,3.21,0.0,0.0,0.68,0.26,2.19
12M 2016,0.9,0.37,1.31,3.79,0.0,0.0,1.13,0.35,2.76
12M 2017,0.88,0.35,1.54,4.29,0.0,0.0,1.35,0.36,3.26
12M 2018,1.15,0.5,0.96,3.78,0.0,0.0,0.6,0.25,2.76
12M 2019,1.12,0.55,0.78,3.58,0.0,0.0,0.2,0.22,2.55
12M 2020,0.88,0.39,0.65,3.5,0.0,0.0,0.13,0.19,2.47
12M 2021,0.87,0.33,0.35,3.13,0.0,0.0,-0.02,0.11,2.1
12M 2022,0.9,0.38,0.27,2.74,0.0,0.0,-0.07,0.1,1.72
12M 2023,1.0,0.42,0.13,2.37,0.0,0.0,-0.15,0.05,1.28
12M 2024,1.04,0.44,0.11,2.37,0.0,0.0,-0.18,0.05,1.29
