Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(166 B),(31 B),(197 B),-130.39
12M 2009,(108 B),(24 B),(132 B),-29.13
12M 2010,620 B,(26 B),594 B,131.11
12M 2011,(290 B),(2 B),(292 B),-64.50
12M 2012,(32 B),(18 B),(50 B),-10.94
12M 2013,135 B,(29 B),106 B,16.57
12M 2014,705 B,(23 B),682 B,106.67
12M 2015,846 B,(61 B),784 B,122.49
12M 2016,(173 B),(32 B),(205 B),-29.12
12M 2017,"1,060 B",(38 B),"1,022 B",145.24
12M 2018,"1,644 B",(262 B),"1,382 B",195.52
12M 2019,"(2,169 B)",(58 B),"(2,227 B)",-315.03
12M 2020,(113 B),(96 B),(209 B),-29.49
12M 2021,"2,014 B",(19 B),"1,995 B",281.87
12M 2022,"(4,699 B)",(37 B),"(4,736 B)",-237.34
12M 2023,"(1,546 B)",(6 B),"(1,552 B)",-77.79
12M 2024,"(1,967 B)",(58 B),"(2,025 B)",-101.46
