Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.75,127.76,0.75,127.76,,,,,
12M 2009,0.84,111.31,0.84,111.31,,,,,
12M 2010,0.80,119.99,0.80,119.99,,,,,
12M 2011,1.12,134.31,1.12,134.31,,,,,
12M 2012,0.79,144.54,0.79,144.54,,,,,
12M 2013,0.62,141.68,0.62,141.68,,,,,
12M 2014,0.63,152.28,0.63,152.28,,,,,
12M 2015,1.25,164.48,1.25,164.48,,,,,
12M 2016,1.10,186.85,1.10,186.85,,,,,
12M 2017,1.08,200.07,1.08,200.07,,,,,
12M 2018,1.43,210.03,1.43,210.03,,,,,
12M 2019,1.38,217.48,1.38,217.48,,,,,
12M 2020,1.62,231.97,1.62,231.97,,,,,
12M 2021,0.89,299.91,0.89,299.91,,,,,
12M 2022,0.80,164.76,0.80,164.76,,,,,
12M 2023,0.78,169.91,0.78,169.91,,,,,
12M 2024,0.39,331.93,0.39,331.93,,,,,
