Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,1.96,1.67,0.02,1.22,0.0,0.0,-0.22,0.02,0.22
12M 2013,3.75,3.21,0.01,1.09,0.0,0.0,-0.11,0.0,0.09
12M 2014,1.22,0.98,0.07,1.18,0.0,0.0,-0.01,0.06,0.18
12M 2015,0.92,0.76,0.29,1.38,0.0,0.0,0.23,0.21,0.38
12M 2016,1.43,1.26,0.36,1.48,0.0,0.0,0.32,0.25,0.48
12M 2017,1.45,1.32,0.29,1.45,0.0,0.0,0.17,0.2,0.44
12M 2018,1.67,1.49,0.44,1.56,0.0,0.0,0.37,0.28,0.56
12M 2019,2.13,1.75,0.49,1.61,0.0,0.0,0.44,0.3,0.61
12M 2020,2.34,1.74,0.5,1.62,0.0,0.0,0.46,0.31,0.61
12M 2021,1.6,1.21,0.4,1.52,0.0,0.0,0.33,0.26,0.51
12M 2022,1.46,1.05,0.32,1.43,0.0,0.0,0.3,0.22,0.42
12M 2023,1.04,0.8,0.39,1.49,0.0,0.0,0.37,0.26,0.48
12M 2024,1.26,1.0,0.37,1.47,0.0,0.0,0.35,0.25,0.46
