Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2015,,,,,,,,,,,,,-9.37,,0.7
12M 2016,22.63,49.34,30.29,41.68,16.13,,7.4,,1.84,,1.28,,-8.58,,0.59
12M 2017,30.24,50.0,40.05,40.19,12.07,10.96,7.3,6.11,1.66,1.54,1.09,0.95,22.49,22.49,1.23
12M 2018,33.89,51.62,47.09,38.42,10.77,9.46,7.07,5.64,1.73,1.57,1.11,1.03,10.73,10.73,1.64
12M 2019,35.61,51.45,45.77,41.29,10.25,8.27,7.09,6.23,1.47,1.25,1.05,0.88,30.41,30.41,1.17
12M 2020,45.43,65.57,45.52,65.48,8.03,7.65,5.57,5.59,1.01,0.98,0.76,0.74,9.12,9.12,1.72
12M 2021,40.49,63.53,36.32,67.7,9.01,8.44,5.75,5.26,1.09,1.08,0.83,0.82,11.39,11.39,1.53
12M 2022,20.78,70.21,33.53,57.46,17.57,13.95,5.2,4.6,1.39,1.33,1.07,0.97,35.64,35.64,1.19
12M 2023,11.57,83.06,38.43,56.2,31.55,14.5,4.39,4.78,1.39,1.41,1.02,1.0,22.94,22.94,1.21
12M 2024,11.05,79.65,33.68,57.02,33.03,28.75,4.58,3.99,1.47,1.36,1.09,1.02,34.85,34.85,1.2
