Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.63,183.17,0.68,169.60,108 B,287 B,395 B,371 B,(144 B)
12M 2013,0.51,217.58,0.56,198.75,138 B,376 B,514 B,445 B,(107 B)
12M 2014,0.44,207.51,0.48,188.41,511 B,,511 B,478 B,(407 B)
12M 2015,0.39,238.13,0.42,217.40,156 B,,156 B,130 B,(193 B)
12M 2016,0.55,236.41,0.60,216.77,152 B,,152 B,95 B,4 B
12M 2017,0.81,233.41,0.88,214.13,153 B,,153 B,111 B,126 B
12M 2018,0.60,266.74,0.65,245.98,163 B,,163 B,123 B,189 B
12M 2019,0.48,247.72,0.52,227.97,157 B,,157 B,113 B,240 B
12M 2020,1.50,240.80,1.51,240.10,,,,(68 B),372 B
12M 2021,1.73,268.01,1.74,267.40,,,,(548 B),661 B
12M 2022,0.73,300.66,0.73,300.22,,,,(487 B),631 B
12M 2023,0.66,296.33,0.67,296.09,,,,(398 B),387 B
12M 2024,0.66,285.77,0.66,285.55,,,,(234 B),264 B
