Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,0.91,0.49,0.39,3.02,0.0,0.0,0.36,0.13,2.02
12M 2013,0.94,0.51,0.42,2.92,0.0,0.0,0.37,0.15,1.92
12M 2014,0.78,0.36,0.44,2.76,0.0,0.0,0.41,0.16,1.76
12M 2015,0.88,0.39,0.12,2.43,0.0,0.0,0.1,0.05,1.43
12M 2016,1.0,0.41,0.12,2.09,0.0,0.0,0.07,0.06,1.09
12M 2017,1.12,0.48,0.12,2.0,0.0,0.0,0.09,0.06,1.0
12M 2018,1.17,0.42,0.11,1.91,0.0,0.0,0.08,0.06,0.91
12M 2019,1.32,0.48,0.11,1.67,0.0,0.0,0.08,0.07,0.67
12M 2020,1.58,0.59,0.0,1.57,0.0,0.0,-0.05,0.0,0.57
12M 2021,1.65,0.88,0.0,1.75,0.0,0.0,-0.37,0.0,0.75
12M 2022,1.51,0.75,0.0,1.79,0.0,0.0,-0.29,0.0,0.79
12M 2023,1.36,0.64,0.0,1.71,0.0,0.0,-0.24,0.0,0.71
12M 2024,1.28,0.47,0.0,1.64,0.0,0.0,-0.15,0.0,0.64
