Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,4.95,,0.25,,17.97,,0.21,-1.3,-1.3,0.76
12M 2009,116.7,1501.87,10.4,1608.17,3.13,2.5,0.24,0.24,19.03,19.49,0.21,0.21,-1.87,-1.87,0.83
12M 2010,82.44,808.0,2.06,888.38,4.43,4.17,0.45,0.44,37.24,37.63,0.36,0.34,-9.41,-9.41,0.95
12M 2011,44.8,590.02,1.11,633.71,8.15,10.32,0.62,0.58,65.61,68.58,0.45,0.41,-7.96,-7.96,0.92
12M 2012,24.59,706.66,3.13,728.12,14.84,19.82,0.52,0.46,94.16,99.71,0.35,0.29,1.83,1.83,1.29
12M 2013,10.1,752.3,14.18,748.22,36.15,68.63,0.49,0.43,89.5,74.01,0.27,0.23,27.85,27.85,1.02
12M 2014,2.63,1830.78,33.16,1800.25,138.74,236.05,0.2,0.14,71.55,70.02,0.22,0.21,0.57,0.57,2.09
12M 2015,1.18,1823.5,40.42,1784.26,309.64,182.2,0.2,0.32,75.66,83.49,0.22,0.24,9.21,9.21,1.06
12M 2016,0.97,1069.01,37.01,1032.97,377.71,697.95,0.34,0.36,84.94,94.01,0.22,0.22,3.84,3.84,1.17
12M 2017,1.49,1280.77,50.46,1231.8,244.16,255.12,0.28,0.29,89.47,104.81,0.18,0.18,2.81,2.81,1.19
12M 2018,2.68,1047.13,56.59,993.22,136.0,66.48,0.35,0.36,117.6,129.66,0.2,0.2,1.9,1.9,1.37
12M 2019,1.84,1173.87,89.49,1086.22,198.15,519.56,0.31,0.32,97.17,93.21,0.17,0.18,1.16,1.16,1.63
12M 2020,0.21,1403.09,129.52,1273.78,1737.2,1137.5,0.26,0.26,71.95,69.33,0.16,0.16,1.27,1.27,1.39
12M 2021,0.42,2034.82,166.45,1868.79,867.0,698.71,0.18,0.17,16.46,11.75,0.13,0.13,0.68,0.68,1.7
12M 2022,0.19,869.1,66.94,802.35,1950.78,2529.7,0.42,0.39,18.88,16.47,0.28,0.27,2.41,2.41,1.36
12M 2023,0.08,908.04,136.84,771.28,4632.29,5914.79,0.4,0.36,22.82,23.51,0.36,0.34,1.58,1.58,1.85
12M 2024,0.03,1212.46,136.87,1075.62,14105.03,,0.3,0.29,20.47,19.64,0.32,0.31,0.82,0.82,3.18
