Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,4.76,3.32,0.01,1.21,0.0,0.0,-0.1,0.01,0.21
12M 2009,7.24,5.88,0.1,1.29,0.0,0.0,-0.06,0.08,0.29
12M 2010,4.51,3.86,0.1,1.3,0.0,0.0,-0.14,0.08,0.3
12M 2011,4.36,3.45,0.17,1.37,0.0,0.0,-0.05,0.13,0.37
12M 2012,3.41,2.49,0.15,1.36,0.0,0.0,0.05,0.11,0.36
12M 2013,3.3,2.41,0.13,1.33,0.0,0.0,0.01,0.1,0.33
12M 2014,2.98,2.31,0.1,1.31,0.0,0.0,-0.07,0.08,0.31
12M 2015,4.04,3.34,0.08,1.25,0.0,0.0,-0.03,0.06,0.25
12M 2016,4.54,3.56,0.06,1.21,0.0,0.0,-0.04,0.05,0.21
12M 2017,4.62,3.71,0.04,1.2,0.0,0.0,-0.08,0.03,0.2
12M 2018,3.6,2.85,0.02,1.17,0.0,0.0,-0.14,0.02,0.17
12M 2019,4.31,3.22,0.0,1.14,0.0,0.0,-0.13,0.0,0.14
12M 2020,4.33,3.43,0.0,1.15,0.0,0.0,-0.19,0.0,0.15
12M 2021,4.97,4.0,0.0,1.15,0.0,0.0,-0.24,0.0,0.15
12M 2022,5.65,4.76,0.0,1.13,0.0,0.0,-0.27,0.0,0.13
12M 2023,4.77,4.05,0.0,1.14,0.0,0.0,-0.27,0.0,0.14
12M 2024,3.81,3.25,0.0,1.16,0.0,0.0,-0.24,0.0,0.16
