Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,15.01,,5.85,,1.07,,0.76,3.43,3.43,4.76
12M 2009,41.2,102.17,29.97,113.4,8.86,6.88,3.57,4.48,0.52,0.54,0.36,0.38,1.4,1.4,7.24
12M 2010,32.35,62.95,21.21,74.09,11.28,9.35,5.8,6.87,0.88,0.89,0.59,0.58,2.3,2.3,4.51
12M 2011,27.76,66.22,31.36,62.62,13.15,16.49,5.51,4.65,0.82,0.81,0.54,0.51,2.07,2.07,4.36
12M 2012,32.93,69.74,36.01,66.66,11.08,7.85,5.23,5.48,0.62,0.6,0.42,0.42,2.42,2.42,3.41
12M 2013,30.73,63.54,32.26,62.01,11.88,11.67,5.74,5.44,0.63,0.57,0.45,0.41,2.37,2.37,3.3
12M 2014,27.66,71.69,36.99,62.36,13.2,10.53,5.09,5.27,0.64,0.65,0.45,0.44,2.51,2.51,2.98
12M 2015,38.52,64.31,42.72,60.11,9.48,9.55,5.68,5.74,0.5,0.47,0.35,0.33,1.7,1.7,4.04
12M 2016,71.58,79.28,50.99,99.87,5.1,4.28,4.6,4.25,0.36,0.38,0.25,0.26,1.24,1.24,4.54
12M 2017,91.29,73.1,36.98,127.41,4.0,4.08,4.99,4.94,0.41,0.42,0.28,0.29,1.33,1.33,4.62
12M 2018,66.64,66.68,40.85,92.47,5.48,5.33,5.47,4.89,0.54,0.53,0.36,0.34,1.68,1.68,3.6
12M 2019,54.29,76.86,51.84,79.31,6.72,8.17,4.75,4.68,0.54,0.54,0.35,0.36,1.76,1.76,4.31
12M 2020,38.28,80.06,57.66,60.68,9.53,10.94,4.56,4.79,0.54,0.52,0.35,0.33,1.48,1.48,4.33
12M 2021,30.81,77.3,59.35,48.76,11.85,9.02,4.72,4.44,0.64,0.64,0.4,0.39,1.43,1.43,4.97
12M 2022,38.08,67.18,50.27,54.99,9.59,8.63,5.43,9.41,0.77,0.74,0.46,0.43,1.38,1.38,5.65
12M 2023,36.66,65.36,53.74,48.28,9.96,12.0,5.58,5.32,0.75,0.74,0.43,0.42,1.49,1.49,4.77
12M 2024,35.57,65.73,67.44,33.86,10.26,11.7,5.55,5.49,0.52,0.5,0.31,0.31,1.26,1.26,3.81
