Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,9.94 B,395.97,4.87,1.33,,19.49%,23.63%,53.42%,768.81
12M 2009,9.94 B,161.22,22.64,5.07,,8.36%,10.78%,12.13%,1269.84
12M 2010,9.94 B,395.75,12.32,4.22,,19.97%,26.04%,28.14%,143247.25
12M 2011,9.94 B,304.60,10.51,2.82,,13.78%,18.87%,21.16%,83.59
12M 2012,9.94 B,65.68,35.78,2.50,,2.89%,3.92%,5.01%,6.90
12M 2013,9.94 B,47.45,55.85,2.34,,1.69%,2.25%,3.66%,4.78
12M 2014,9.94 B,215.70,16.81,2.79,,7.38%,9.65%,0.00%,19.93
12M 2015,9.94 B,68.06,24.02,1.54,,2.14%,2.67%,3.82%,8.04
12M 2016,9.94 B,2.55,1105.88,3.60,,0.08%,0.10%,0.66%,1.57
12M 2017,9.94 B,-20.57,-140.50,3.41,,-0.69%,-0.83%,0.00%,-1.95
12M 2018,9.94 B,86.78,37.57,2.93,"3,045.46 B",2.70%,3.16%,4.23%,12.50
12M 2019,9.94 B,81.72,44.54,3.27,"3,123.48 B",2.63%,3.01%,4.28%,22.57
12M 2020,9.94 B,121.50,41.98,4.55,"3,686.69 B",3.70%,4.24%,5.10%,28.21
12M 2021,9.94 B,238.80,19.60,3.41,"5,446.96 B",6.72%,7.71%,10.09%,43.79
12M 2022,9.94 B,300.03,23.66,4.02,"6,487.90 B",7.19%,8.12%,11.30%,39.42
12M 2023,9.94 B,421.16,10.23,2.28,"7,256.20 B",9.26%,10.57%,11.07%,29.92
12M 2024,10.54 B,86.86,41.68,2.53,"3,678.05 B",1.78%,2.07%,-26.61%,8.60
