Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2007,2.73,2152.45,2.86,2050.63,,,,,
12M 2008,1.09,2096.47,1.11,2046.84,,,,,
12M 2009,2.35,1883.79,2.55,1731.01,,,,,
12M 2010,2.53,2191.93,2.76,2004.69,,,,,
12M 2011,1.53,2674.06,1.63,2516.81,,,,,
12M 2012,1.90,2972.84,2.00,2822.65,,,,,
12M 2013,1.16,3260.58,1.21,3116.76,,,,,
12M 2014,1.32,3420.00,1.38,3277.36,,,,,
12M 2015,0.90,3540.26,0.94,3391.38,,,,,
12M 2016,0.99,3750.07,1.03,3596.65,,,,,
12M 2017,1.72,4033.56,1.80,3869.83,,,,,
12M 2018,1.76,4310.08,1.83,4144.41,,,,,
12M 2019,0.86,4597.83,0.89,4433.28,,,,,
12M 2020,0.71,4410.66,0.74,4248.32,,,,,
12M 2021,0.52,4557.11,0.54,4383.22,,,,,
12M 2022,0.57,4792.90,0.59,4615.69,,,,,
12M 2023,0.55,5037.74,0.57,4852.09,,,,,
12M 2024,0.49,5225.08,0.51,5024.49,,,,,
