Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2007,5.03 B,451.01,13.02,2.37,,2.54%,20.95%,8.21%,
12M 2008,5.05 B,357.11,6.37,0.69,,1.68%,17.03%,2.72%,
12M 2009,8.39 B,192.33,22.97,2.03,,1.64%,10.21%,2.70%,
12M 2010,8.42 B,354.49,15.61,3.07,,2.52%,16.17%,4.27%,
12M 2011,9.58 B,348.08,11.78,2.20,,2.35%,13.02%,4.02%,
12M 2012,9.58 B,418.57,13.50,2.71,,2.58%,14.08%,4.15%,
12M 2013,9.58 B,421.68,8.95,1.69,,2.19%,12.93%,3.30%,
12M 2014,9.58 B,271.69,16.66,1.77,,1.33%,7.94%,2.14%,
12M 2015,9.58 B,249.70,12.82,1.27,,1.27%,7.05%,2.06%,
12M 2016,9.58 B,278.52,13.32,1.58,,1.53%,7.43%,2.72%,
12M 2017,9.58 B,384.11,18.09,3.05,,2.07%,9.52%,3.17%,
12M 2018,9.58 B,409.21,18.57,3.61,"5,671.09 B",2.10%,9.49%,2.83%,
12M 2019,9.77 B,416.78,9.48,1.76,"3,779.80 B",2.10%,9.06%,1.72%,
12M 2020,9.77 B,103.10,30.46,1.53,"2,930.03 B",0.50%,2.34%,1.15%,
12M 2021,9.77 B,160.79,14.62,1.29,"3,031.74 B",0.82%,3.53%,1.23%,
12M 2022,9.77 B,337.88,8.08,1.53,"5,196.30 B",1.67%,7.05%,2.35%,
12M 2023,9.77 B,358.51,7.75,1.34,"5,422.12 B",1.58%,7.12%,2.28%,
12M 2024,9.77 B,325.30,7.81,1.09,"5,000.74 B",1.31%,6.23%,1.83%,
