Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.67 B,17.17,22.66,1.33,,2.82%,7.35%,34.64%,
12M 2009,1.67 B,22.62,14.54,1.03,,2.81%,8.83%,12.95%,
12M 2010,1.67 B,47.89,14.89,1.69,,4.13%,13.91%,10.55%,
12M 2011,2.93 B,,0.00,0.83,,0.00%,0.00%,15.03%,
12M 2012,2.93 B,72.18,14.96,1.15,,5.46%,12.24%,15.99%,3.15
12M 2013,2.93 B,106.08,13.48,1.03,,6.18%,15.43%,19.62%,3.76
12M 2014,3.22 B,103.09,20.32,1.31,,4.50%,10.87%,13.75%,3.35
12M 2015,3.22 B,100.49,12.04,0.65,,3.57%,9.60%,12.04%,3.07
12M 2016,3.22 B,184.39,10.55,0.96,,6.41%,15.05%,15.55%,2.65
12M 2017,3.22 B,-1625.90,-0.29,0.79,,-264.04%,156.39%,-0.28%,-0.06
12M 2018,3.22 B,-38.35,-4.38,0.34,129.71 B,-6.80%,3.58%,-2.33%,0.84
12M 2019,3.22 B,352.45,0.48,0.36,(27.68 B),60.70%,-68.47%,6.89%,-0.74
12M 2020,9.31 B,129.43,3.01,2.83,(99.43 B),59.91%,145.29%,-17.30%,-0.14
12M 2021,9.31 B,0.94,204.26,1.18,(10.50 B),0.50%,1.07%,-6.24%,-1.77
12M 2022,9.31 B,-6.70,-21.34,0.72,31.41 B,-3.41%,-8.00%,-3.12%,-1.08
12M 2023,9.31 B,2.02,71.29,0.79,165.62 B,1.01%,1.94%,9.54%,3.72
12M 2024,9.31 B,7.46,14.08,0.51,212.99 B,3.54%,6.63%,10.49%,5.06
