Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,6.54,,1.56,,0.94,,0.5,-10.6,-10.6,0.87
12M 2009,77.52,206.42,19.82,264.12,4.71,4.46,1.77,1.71,0.97,0.97,0.45,0.43,8.33,8.33,1.17
12M 2010,78.64,230.67,23.69,285.62,4.64,4.47,1.58,1.46,1.21,1.25,0.43,0.41,4.77,4.77,1.29
12M 2011,66.09,103.73,10.25,159.57,5.52,5.06,3.52,3.24,2.26,2.05,0.63,0.58,2.15,2.15,1.89
12M 2012,68.67,79.61,8.35,139.93,5.32,4.88,4.58,3.83,2.54,2.38,0.74,0.71,8.38,8.38,1.27
12M 2013,65.89,94.43,11.36,148.96,5.54,5.03,3.87,3.05,3.03,2.95,0.91,0.83,3.87,3.87,1.75
12M 2014,79.85,100.8,14.75,165.9,4.57,4.05,3.62,3.25,3.18,2.95,0.83,0.71,2.07,2.07,2.66
12M 2015,100.88,108.23,21.39,187.72,3.62,3.44,3.37,2.85,2.95,2.69,0.73,0.68,3.51,3.51,1.62
12M 2016,121.91,136.58,20.6,237.89,2.99,2.83,2.67,2.45,2.68,2.56,0.71,0.73,1.9,1.9,2.38
12M 2017,269.4,283.31,76.52,476.19,1.35,1.37,1.29,1.39,1.14,0.99,0.35,0.34,-0.6,-0.6,0.21
12M 2018,104.11,25.9,117.77,12.24,3.51,3.87,14.09,13.64,1.99,2.07,0.83,0.86,-0.36,-0.36,0.15
12M 2019,75.56,24.84,106.44,-6.04,4.83,5.17,14.69,14.95,1.58,1.62,0.82,0.83,-2.23,-2.23,0.41
12M 2020,66.6,32.95,116.11,-16.56,5.48,4.21,11.08,9.32,1.15,1.18,0.66,0.62,-8.02,-8.02,0.81
12M 2021,58.31,30.4,103.21,-14.5,6.26,5.92,12.01,11.47,1.43,1.42,0.81,0.82,-5.3,-5.3,0.6
12M 2022,49.54,32.57,84.12,-2.01,7.37,6.57,11.21,10.78,1.82,1.85,1.03,1.02,-6.86,-6.86,0.68
12M 2023,61.53,37.98,74.67,24.84,5.93,5.65,9.61,11.35,1.65,1.67,0.93,0.95,-10.44,-10.44,0.75
12M 2024,55.29,28.14,52.3,31.13,6.6,6.51,12.97,12.32,1.79,1.82,1.01,0.98,53.51,53.51,1.06
