Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.87,0.34,1.44,2.6,0.0,0.0,1.39,0.55,1.6
12M 2009,1.17,0.54,1.91,3.14,0.0,0.0,1.86,0.61,2.14
12M 2010,1.29,0.47,2.15,3.36,0.0,0.0,2.12,0.64,2.34
12M 2011,1.89,1.53,0.9,2.02,0.0,0.0,0.55,0.45,0.99
12M 2012,1.27,0.77,0.91,2.24,0.0,0.0,0.85,0.41,1.06
12M 2013,1.75,1.02,1.53,2.5,0.0,0.0,1.37,0.61,1.32
12M 2014,2.66,1.83,1.31,2.42,0.0,0.0,0.92,0.54,1.24
12M 2015,1.62,1.05,1.5,2.69,0.0,0.0,1.32,0.56,1.51
12M 2016,2.38,1.55,1.63,2.35,0.0,0.0,1.56,0.7,1.27
12M 2017,0.21,0.19,-0.88,-0.59,-0.0,0.0,-0.84,1.49,-1.59
12M 2018,0.15,0.14,-0.86,-0.53,-0.0,0.0,-0.85,1.63,-1.53
12M 2019,0.41,0.34,-2.16,-1.13,-0.0,0.0,-2.13,1.92,-2.13
12M 2020,0.81,0.7,0.5,2.42,0.0,0.0,0.23,0.21,1.43
12M 2021,0.6,0.46,0.37,2.15,0.0,0.0,0.3,0.17,1.15
12M 2022,0.68,0.5,0.49,2.34,0.0,0.0,0.38,0.21,1.35
12M 2023,0.75,0.61,0.31,1.91,0.0,0.0,0.25,0.16,0.91
12M 2024,1.06,0.9,0.32,1.88,0.0,0.0,0.11,0.17,0.88
